#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xE37E	0x7FDE	# <CJK>
0xE3A1	0x8024	# <CJK>
0xE3A2	0x805D	# <CJK>
0xE3A3	0x805C	# <CJK>
0xE3A4	0x8189	# <CJK>
0xE3A5	0x8186	# <CJK>
0xE3A6	0x8183	# <CJK>
0xE3A7	0x8187	# <CJK>
0xE3A8	0x818D	# <CJK>
0xE3A9	0x818C	# <CJK>
0xE3AA	0x818B	# <CJK>
0xE3AB	0x8215	# <CJK>
0xE3AC	0x8497	# <CJK>
0xE3AD	0x84A4	# <CJK>
0xE3AE	0x84A1	# <CJK>
0xE3AF	0x849F	# <CJK>
0xE3B0	0x84BA	# <CJK>
0xE3B1	0x84CE	# <CJK>
0xE3B2	0x84C2	# <CJK>
0xE3B3	0x84AC	# <CJK>
0xE3B4	0x84AE	# <CJK>
0xE3B5	0x84AB	# <CJK>
0xE3B6	0x84B9	# <CJK>
0xE3B7	0x84B4	# <CJK>
0xE3B8	0x84C1	# <CJK>
0xE3B9	0x84CD	# <CJK>
0xE3BA	0x84AA	# <CJK>
0xE3BB	0x849A	# <CJK>
0xE3BC	0x84B1	# <CJK>
0xE3BD	0x84D0	# <CJK>
0xE3BE	0x849D	# <CJK>
0xE3BF	0x84A7	# <CJK>
0xE3C0	0x84BB	# <CJK>
0xE3C1	0x84A2	# <CJK>
0xE3C2	0x8494	# <CJK>
0xE3C3	0x84C7	# <CJK>
0xE3C4	0x84CC	# <CJK>
0xE3C5	0x849B	# <CJK>
0xE3C6	0x84A9	# <CJK>
0xE3C7	0x84AF	# <CJK>
0xE3C8	0x84A8	# <CJK>
0xE3C9	0x84D6	# <CJK>
0xE3CA	0x8498	# <CJK>
0xE3CB	0x84B6	# <CJK>
0xE3CC	0x84CF	# <CJK>
0xE3CD	0x84A0	# <CJK>
0xE3CE	0x84D7	# <CJK>
0xE3CF	0x84D4	# <CJK>
0xE3D0	0x84D2	# <CJK>
0xE3D1	0x84DB	# <CJK>
0xE3D2	0x84B0	# <CJK>
0xE3D3	0x8491	# <CJK>
0xE3D4	0x8661	# <CJK>
0xE3D5	0x8733	# <CJK>
0xE3D6	0x8723	# <CJK>
0xE3D7	0x8728	# <CJK>
0xE3D8	0x876B	# <CJK>
0xE3D9	0x8740	# <CJK>
0xE3DA	0x872E	# <CJK>
0xE3DB	0x871E	# <CJK>
0xE3DC	0x8721	# <CJK>
0xE3DD	0x8719	# <CJK>
0xE3DE	0x871B	# <CJK>
0xE3DF	0x8743	# <CJK>
0xE3E0	0x872C	# <CJK>
0xE3E1	0x8741	# <CJK>
0xE3E2	0x873E	# <CJK>
0xE3E3	0x8746	# <CJK>
0xE3E4	0x8720	# <CJK>
0xE3E5	0x8732	# <CJK>
0xE3E6	0x872A	# <CJK>
0xE3E7	0x872D	# <CJK>
0xE3E8	0x873C	# <CJK>
0xE3E9	0x8712	# <CJK>
0xE3EA	0x873A	# <CJK>
0xE3EB	0x8731	# <CJK>
0xE3EC	0x8735	# <CJK>
0xE3ED	0x8742	# <CJK>
0xE3EE	0x8726	# <CJK>
0xE3EF	0x8727	# <CJK>
0xE3F0	0x8738	# <CJK>
0xE3F1	0x8724	# <CJK>
0xE3F2	0x871A	# <CJK>
0xE3F3	0x8730	# <CJK>
0xE3F4	0x8711	# <CJK>
0xE3F5	0x88F7	# <CJK>
0xE3F6	0x88E7	# <CJK>
0xE3F7	0x88F1	# <CJK>
0xE3F8	0x88F2	# <CJK>
0xE3F9	0x88FA	# <CJK>
0xE3FA	0x88FE	# <CJK>
0xE3FB	0x88EE	# <CJK>
0xE3FC	0x88FC	# <CJK>
0xE3FD	0x88F6	# <CJK>
0xE3FE	0x88FB	# <CJK>
0xE440	0x88F0	# <CJK>
0xE441	0x88EC	# <CJK>
0xE442	0x88EB	# <CJK>
0xE443	0x899D	# <CJK>
0xE444	0x89A1	# <CJK>
0xE445	0x899F	# <CJK>
0xE446	0x899E	# <CJK>
0xE447	0x89E9	# <CJK>
0xE448	0x89EB	# <CJK>
0xE449	0x89E8	# <CJK>
0xE44A	0x8AAB	# <CJK>
0xE44B	0x8A99	# <CJK>
0xE44C	0x8A8B	# <CJK>
0xE44D	0x8A92	# <CJK>
0xE44E	0x8A8F	# <CJK>
0xE44F	0x8A96	# <CJK>
0xE450	0x8C3D	# <CJK>
0xE451	0x8C68	# <CJK>
0xE452	0x8C69	# <CJK>
0xE453	0x8CD5	# <CJK>
0xE454	0x8CCF	# <CJK>
0xE455	0x8CD7	# <CJK>
0xE456	0x8D96	# <CJK>
0xE457	0x8E09	# <CJK>
0xE458	0x8E02	# <CJK>
0xE459	0x8DFF	# <CJK>
0xE45A	0x8E0D	# <CJK>
0xE45B	0x8DFD	# <CJK>
0xE45C	0x8E0A	# <CJK>
0xE45D	0x8E03	# <CJK>
0xE45E	0x8E07	# <CJK>
0xE45F	0x8E06	# <CJK>
0xE460	0x8E05	# <CJK>
0xE461	0x8DFE	# <CJK>
0xE462	0x8E00	# <CJK>
0xE463	0x8E04	# <CJK>
0xE464	0x8F10	# <CJK>
0xE465	0x8F11	# <CJK>
0xE466	0x8F0E	# <CJK>
0xE467	0x8F0D	# <CJK>
0xE468	0x9123	# <CJK>
0xE469	0x911C	# <CJK>
0xE46A	0x9120	# <CJK>
0xE46B	0x9122	# <CJK>
0xE46C	0x911F	# <CJK>
0xE46D	0x911D	# <CJK>
0xE46E	0x911A	# <CJK>
0xE46F	0x9124	# <CJK>
0xE470	0x9121	# <CJK>
0xE471	0x911B	# <CJK>
0xE472	0x917A	# <CJK>
0xE473	0x9172	# <CJK>
0xE474	0x9179	# <CJK>
0xE475	0x9173	# <CJK>
0xE476	0x92A5	# <CJK>
0xE477	0x92A4	# <CJK>
0xE478	0x9276	# <CJK>
0xE479	0x929B	# <CJK>
0xE47A	0x927A	# <CJK>
0xE47B	0x92A0	# <CJK>
0xE47C	0x9294	# <CJK>
0xE47D	0x92AA	# <CJK>
0xE47E	0x928D	# <CJK>
0xE4A1	0x92A6	# <CJK>
0xE4A2	0x929A	# <CJK>
0xE4A3	0x92AB	# <CJK>
0xE4A4	0x9279	# <CJK>
0xE4A5	0x9297	# <CJK>
0xE4A6	0x927F	# <CJK>
0xE4A7	0x92A3	# <CJK>
0xE4A8	0x92EE	# <CJK>
0xE4A9	0x928E	# <CJK>
0xE4AA	0x9282	# <CJK>
0xE4AB	0x9295	# <CJK>
0xE4AC	0x92A2	# <CJK>
0xE4AD	0x927D	# <CJK>
0xE4AE	0x9288	# <CJK>
0xE4AF	0x92A1	# <CJK>
0xE4B0	0x928A	# <CJK>
0xE4B1	0x9286	# <CJK>
0xE4B2	0x928C	# <CJK>
0xE4B3	0x9299	# <CJK>
0xE4B4	0x92A7	# <CJK>
0xE4B5	0x927E	# <CJK>
0xE4B6	0x9287	# <CJK>
0xE4B7	0x92A9	# <CJK>
0xE4B8	0x929D	# <CJK>
0xE4B9	0x928B	# <CJK>
0xE4BA	0x922D	# <CJK>
0xE4BB	0x969E	# <CJK>
0xE4BC	0x96A1	# <CJK>
0xE4BD	0x96FF	# <CJK>
0xE4BE	0x9758	# <CJK>
0xE4BF	0x977D	# <CJK>
0xE4C0	0x977A	# <CJK>
0xE4C1	0x977E	# <CJK>
0xE4C2	0x9783	# <CJK>
0xE4C3	0x9780	# <CJK>
0xE4C4	0x9782	# <CJK>
0xE4C5	0x977B	# <CJK>
0xE4C6	0x9784	# <CJK>
0xE4C7	0x9781	# <CJK>
0xE4C8	0x977F	# <CJK>
0xE4C9	0x97CE	# <CJK>
0xE4CA	0x97CD	# <CJK>
0xE4CB	0x9816	# <CJK>
0xE4CC	0x98AD	# <CJK>
0xE4CD	0x98AE	# <CJK>
0xE4CE	0x9902	# <CJK>
0xE4CF	0x9900	# <CJK>
0xE4D0	0x9907	# <CJK>
0xE4D1	0x999D	# <CJK>
0xE4D2	0x999C	# <CJK>
0xE4D3	0x99C3	# <CJK>
0xE4D4	0x99B9	# <CJK>
0xE4D5	0x99BB	# <CJK>
0xE4D6	0x99BA	# <CJK>
0xE4D7	0x99C2	# <CJK>
0xE4D8	0x99BD	# <CJK>
0xE4D9	0x99C7	# <CJK>
0xE4DA	0x9AB1	# <CJK>
0xE4DB	0x9AE3	# <CJK>
0xE4DC	0x9AE7	# <CJK>
0xE4DD	0x9B3E	# <CJK>
0xE4DE	0x9B3F	# <CJK>
0xE4DF	0x9B60	# <CJK>
0xE4E0	0x9B61	# <CJK>
0xE4E1	0x9B5F	# <CJK>
0xE4E2	0x9CF1	# <CJK>
0xE4E3	0x9CF2	# <CJK>
0xE4E4	0x9CF5	# <CJK>
0xE4E5	0x9EA7	# <CJK>
0xE4E6	0x50FF	# <CJK>
0xE4E7	0x5103	# <CJK>
0xE4E8	0x5130	# <CJK>
0xE4E9	0x50F8	# <CJK>
0xE4EA	0x5106	# <CJK>
0xE4EB	0x5107	# <CJK>
0xE4EC	0x50F6	# <CJK>
0xE4ED	0x50FE	# <CJK>
0xE4EE	0x510B	# <CJK>
0xE4EF	0x510C	# <CJK>
0xE4F0	0x50FD	# <CJK>
0xE4F1	0x510A	# <CJK>
0xE4F2	0x528B	# <CJK>
0xE4F3	0x528C	# <CJK>
0xE4F4	0x52F1	# <CJK>
0xE4F5	0x52EF	# <CJK>
0xE4F6	0x5648	# <CJK>
0xE4F7	0x5642	# <CJK>
0xE4F8	0x564C	# <CJK>
0xE4F9	0x5635	# <CJK>
0xE4FA	0x5641	# <CJK>
0xE4FB	0x564A	# <CJK>
0xE4FC	0x5649	# <CJK>
0xE4FD	0x5646	# <CJK>
0xE4FE	0x5658	# <CJK>
0xE540	0x565A	# <CJK>
0xE541	0x5640	# <CJK>
0xE542	0x5633	# <CJK>
0xE543	0x563D	# <CJK>
0xE544	0x562C	# <CJK>
0xE545	0x563E	# <CJK>
0xE546	0x5638	# <CJK>
0xE547	0x562A	# <CJK>
0xE548	0x563A	# <CJK>
0xE549	0x571A	# <CJK>
0xE54A	0x58AB	# <CJK>
0xE54B	0x589D	# <CJK>
0xE54C	0x58B1	# <CJK>
0xE54D	0x58A0	# <CJK>
0xE54E	0x58A3	# <CJK>
0xE54F	0x58AF	# <CJK>
0xE550	0x58AC	# <CJK>
0xE551	0x58A5	# <CJK>
0xE552	0x58A1	# <CJK>
0xE553	0x58FF	# <CJK>
0xE554	0x5AFF	# <CJK>
0xE555	0x5AF4	# <CJK>
0xE556	0x5AFD	# <CJK>
0xE557	0x5AF7	# <CJK>
0xE558	0x5AF6	# <CJK>
0xE559	0x5B03	# <CJK>
0xE55A	0x5AF8	# <CJK>
0xE55B	0x5B02	# <CJK>
0xE55C	0x5AF9	# <CJK>
0xE55D	0x5B01	# <CJK>
0xE55E	0x5B07	# <CJK>
0xE55F	0x5B05	# <CJK>
0xE560	0x5B0F	# <CJK>
0xE561	0x5C67	# <CJK>
0xE562	0x5D99	# <CJK>
0xE563	0x5D97	# <CJK>
0xE564	0x5D9F	# <CJK>
0xE565	0x5D92	# <CJK>
0xE566	0x5DA2	# <CJK>
0xE567	0x5D93	# <CJK>
0xE568	0x5D95	# <CJK>
0xE569	0x5DA0	# <CJK>
0xE56A	0x5D9C	# <CJK>
0xE56B	0x5DA1	# <CJK>
0xE56C	0x5D9A	# <CJK>
0xE56D	0x5D9E	# <CJK>
0xE56E	0x5E69	# <CJK>
0xE56F	0x5E5D	# <CJK>
0xE570	0x5E60	# <CJK>
0xE571	0x5E5C	# <CJK>
0xE572	0x7DF3	# <CJK>
0xE573	0x5EDB	# <CJK>
0xE574	0x5EDE	# <CJK>
0xE575	0x5EE1	# <CJK>
0xE576	0x5F49	# <CJK>
0xE577	0x5FB2	# <CJK>
0xE578	0x618B	# <CJK>
0xE579	0x6183	# <CJK>
0xE57A	0x6179	# <CJK>
0xE57B	0x61B1	# <CJK>
0xE57C	0x61B0	# <CJK>
0xE57D	0x61A2	# <CJK>
0xE57E	0x6189	# <CJK>
0xE5A1	0x619B	# <CJK>
0xE5A2	0x6193	# <CJK>
0xE5A3	0x61AF	# <CJK>
0xE5A4	0x61AD	# <CJK>
0xE5A5	0x619F	# <CJK>
0xE5A6	0x6192	# <CJK>
0xE5A7	0x61AA	# <CJK>
0xE5A8	0x61A1	# <CJK>
0xE5A9	0x618D	# <CJK>
0xE5AA	0x6166	# <CJK>
0xE5AB	0x61B3	# <CJK>
0xE5AC	0x622D	# <CJK>
0xE5AD	0x646E	# <CJK>
0xE5AE	0x6470	# <CJK>
0xE5AF	0x6496	# <CJK>
0xE5B0	0x64A0	# <CJK>
0xE5B1	0x6485	# <CJK>
0xE5B2	0x6497	# <CJK>
0xE5B3	0x649C	# <CJK>
0xE5B4	0x648F	# <CJK>
0xE5B5	0x648B	# <CJK>
0xE5B6	0x648A	# <CJK>
0xE5B7	0x648C	# <CJK>
0xE5B8	0x64A3	# <CJK>
0xE5B9	0x649F	# <CJK>
0xE5BA	0x6468	# <CJK>
0xE5BB	0x64B1	# <CJK>
0xE5BC	0x6498	# <CJK>
0xE5BD	0x6576	# <CJK>
0xE5BE	0x657A	# <CJK>
0xE5BF	0x6579	# <CJK>
0xE5C0	0x657B	# <CJK>
0xE5C1	0x65B2	# <CJK>
0xE5C2	0x65B3	# <CJK>
0xE5C3	0x66B5	# <CJK>
0xE5C4	0x66B0	# <CJK>
0xE5C5	0x66A9	# <CJK>
0xE5C6	0x66B2	# <CJK>
0xE5C7	0x66B7	# <CJK>
0xE5C8	0x66AA	# <CJK>
0xE5C9	0x66AF	# <CJK>
0xE5CA	0x6A00	# <CJK>
0xE5CB	0x6A06	# <CJK>
0xE5CC	0x6A17	# <CJK>
0xE5CD	0x69E5	# <CJK>
0xE5CE	0x69F8	# <CJK>
0xE5CF	0x6A15	# <CJK>
0xE5D0	0x69F1	# <CJK>
0xE5D1	0x69E4	# <CJK>
0xE5D2	0x6A20	# <CJK>
0xE5D3	0x69FF	# <CJK>
0xE5D4	0x69EC	# <CJK>
0xE5D5	0x69E2	# <CJK>
0xE5D6	0x6A1B	# <CJK>
0xE5D7	0x6A1D	# <CJK>
0xE5D8	0x69FE	# <CJK>
0xE5D9	0x6A27	# <CJK>
0xE5DA	0x69F2	# <CJK>
0xE5DB	0x69EE	# <CJK>
0xE5DC	0x6A14	# <CJK>
0xE5DD	0x69F7	# <CJK>
0xE5DE	0x69E7	# <CJK>
0xE5DF	0x6A40	# <CJK>
0xE5E0	0x6A08	# <CJK>
0xE5E1	0x69E6	# <CJK>
0xE5E2	0x69FB	# <CJK>
0xE5E3	0x6A0D	# <CJK>
0xE5E4	0x69FC	# <CJK>
0xE5E5	0x69EB	# <CJK>
0xE5E6	0x6A09	# <CJK>
0xE5E7	0x6A04	# <CJK>
0xE5E8	0x6A18	# <CJK>
0xE5E9	0x6A25	# <CJK>
0xE5EA	0x6A0F	# <CJK>
0xE5EB	0x69F6	# <CJK>
0xE5EC	0x6A26	# <CJK>
0xE5ED	0x6A07	# <CJK>
0xE5EE	0x69F4	# <CJK>
0xE5EF	0x6A16	# <CJK>
0xE5F0	0x6B51	# <CJK>
0xE5F1	0x6BA5	# <CJK>
0xE5F2	0x6BA3	# <CJK>
0xE5F3	0x6BA2	# <CJK>
0xE5F4	0x6BA6	# <CJK>
0xE5F5	0x6C01	# <CJK>
0xE5F6	0x6C00	# <CJK>
0xE5F7	0x6BFF	# <CJK>
0xE5F8	0x6C02	# <CJK>
0xE5F9	0x6F41	# <CJK>
0xE5FA	0x6F26	# <CJK>
0xE5FB	0x6F7E	# <CJK>
0xE5FC	0x6F87	# <CJK>
0xE5FD	0x6FC6	# <CJK>
0xE5FE	0x6F92	# <CJK>
0xE640	0x6F8D	# <CJK>
0xE641	0x6F89	# <CJK>
0xE642	0x6F8C	# <CJK>
0xE643	0x6F62	# <CJK>
0xE644	0x6F4F	# <CJK>
0xE645	0x6F85	# <CJK>
0xE646	0x6F5A	# <CJK>
0xE647	0x6F96	# <CJK>
0xE648	0x6F76	# <CJK>
0xE649	0x6F6C	# <CJK>
0xE64A	0x6F82	# <CJK>
0xE64B	0x6F55	# <CJK>
0xE64C	0x6F72	# <CJK>
0xE64D	0x6F52	# <CJK>
0xE64E	0x6F50	# <CJK>
0xE64F	0x6F57	# <CJK>
0xE650	0x6F94	# <CJK>
0xE651	0x6F93	# <CJK>
0xE652	0x6F5D	# <CJK>
0xE653	0x6F00	# <CJK>
0xE654	0x6F61	# <CJK>
0xE655	0x6F6B	# <CJK>
0xE656	0x6F7D	# <CJK>
0xE657	0x6F67	# <CJK>
0xE658	0x6F90	# <CJK>
0xE659	0x6F53	# <CJK>
0xE65A	0x6F8B	# <CJK>
0xE65B	0x6F69	# <CJK>
0xE65C	0x6F7F	# <CJK>
0xE65D	0x6F95	# <CJK>
0xE65E	0x6F63	# <CJK>
0xE65F	0x6F77	# <CJK>
0xE660	0x6F6A	# <CJK>
0xE661	0x6F7B	# <CJK>
0xE662	0x71B2	# <CJK>
0xE663	0x71AF	# <CJK>
0xE664	0x719B	# <CJK>
0xE665	0x71B0	# <CJK>
0xE666	0x71A0	# <CJK>
0xE667	0x719A	# <CJK>
0xE668	0x71A9	# <CJK>
0xE669	0x71B5	# <CJK>
0xE66A	0x719D	# <CJK>
0xE66B	0x71A5	# <CJK>
0xE66C	0x719E	# <CJK>
0xE66D	0x71A4	# <CJK>
0xE66E	0x71A1	# <CJK>
0xE66F	0x71AA	# <CJK>
0xE670	0x719C	# <CJK>
0xE671	0x71A7	# <CJK>
0xE672	0x71B3	# <CJK>
0xE673	0x7298	# <CJK>
0xE674	0x729A	# <CJK>
0xE675	0x7358	# <CJK>
0xE676	0x7352	# <CJK>
0xE677	0x735E	# <CJK>
0xE678	0x735F	# <CJK>
0xE679	0x7360	# <CJK>
0xE67A	0x735D	# <CJK>
0xE67B	0x735B	# <CJK>
0xE67C	0x7361	# <CJK>
0xE67D	0x735A	# <CJK>
0xE67E	0x7359	# <CJK>
0xE6A1	0x7362	# <CJK>
0xE6A2	0x7487	# <CJK>
0xE6A3	0x7489	# <CJK>
0xE6A4	0x748A	# <CJK>
0xE6A5	0x7486	# <CJK>
0xE6A6	0x7481	# <CJK>
0xE6A7	0x747D	# <CJK>
0xE6A8	0x7485	# <CJK>
0xE6A9	0x7488	# <CJK>
0xE6AA	0x747C	# <CJK>
0xE6AB	0x7479	# <CJK>
0xE6AC	0x7508	# <CJK>
0xE6AD	0x7507	# <CJK>
0xE6AE	0x757E	# <CJK>
0xE6AF	0x7625	# <CJK>
0xE6B0	0x761E	# <CJK>
0xE6B1	0x7619	# <CJK>
0xE6B2	0x761D	# <CJK>
0xE6B3	0x761C	# <CJK>
0xE6B4	0x7623	# <CJK>
0xE6B5	0x761A	# <CJK>
0xE6B6	0x7628	# <CJK>
0xE6B7	0x761B	# <CJK>
0xE6B8	0x769C	# <CJK>
0xE6B9	0x769D	# <CJK>
0xE6BA	0x769E	# <CJK>
0xE6BB	0x769B	# <CJK>
0xE6BC	0x778D	# <CJK>
0xE6BD	0x778F	# <CJK>
0xE6BE	0x7789	# <CJK>
0xE6BF	0x7788	# <CJK>
0xE6C0	0x78CD	# <CJK>
0xE6C1	0x78BB	# <CJK>
0xE6C2	0x78CF	# <CJK>
0xE6C3	0x78CC	# <CJK>
0xE6C4	0x78D1	# <CJK>
0xE6C5	0x78CE	# <CJK>
0xE6C6	0x78D4	# <CJK>
0xE6C7	0x78C8	# <CJK>
0xE6C8	0x78C3	# <CJK>
0xE6C9	0x78C4	# <CJK>
0xE6CA	0x78C9	# <CJK>
0xE6CB	0x799A	# <CJK>
0xE6CC	0x79A1	# <CJK>
0xE6CD	0x79A0	# <CJK>
0xE6CE	0x799C	# <CJK>
0xE6CF	0x79A2	# <CJK>
0xE6D0	0x799B	# <CJK>
0xE6D1	0x6B76	# <CJK>
0xE6D2	0x7A39	# <CJK>
0xE6D3	0x7AB2	# <CJK>
0xE6D4	0x7AB4	# <CJK>
0xE6D5	0x7AB3	# <CJK>
0xE6D6	0x7BB7	# <CJK>
0xE6D7	0x7BCB	# <CJK>
0xE6D8	0x7BBE	# <CJK>
0xE6D9	0x7BAC	# <CJK>
0xE6DA	0x7BCE	# <CJK>
0xE6DB	0x7BAF	# <CJK>
0xE6DC	0x7BB9	# <CJK>
0xE6DD	0x7BCA	# <CJK>
0xE6DE	0x7BB5	# <CJK>
0xE6DF	0x7CC5	# <CJK>
0xE6E0	0x7CC8	# <CJK>
0xE6E1	0x7CCC	# <CJK>
0xE6E2	0x7CCB	# <CJK>
0xE6E3	0x7DF7	# <CJK>
0xE6E4	0x7DDB	# <CJK>
0xE6E5	0x7DEA	# <CJK>
0xE6E6	0x7DE7	# <CJK>
0xE6E7	0x7DD7	# <CJK>
0xE6E8	0x7DE1	# <CJK>
0xE6E9	0x7E03	# <CJK>
0xE6EA	0x7DFA	# <CJK>
0xE6EB	0x7DE6	# <CJK>
0xE6EC	0x7DF6	# <CJK>
0xE6ED	0x7DF1	# <CJK>
0xE6EE	0x7DF0	# <CJK>
0xE6EF	0x7DEE	# <CJK>
0xE6F0	0x7DDF	# <CJK>
0xE6F1	0x7F76	# <CJK>
0xE6F2	0x7FAC	# <CJK>
0xE6F3	0x7FB0	# <CJK>
0xE6F4	0x7FAD	# <CJK>
0xE6F5	0x7FED	# <CJK>
0xE6F6	0x7FEB	# <CJK>
0xE6F7	0x7FEA	# <CJK>
0xE6F8	0x7FEC	# <CJK>
0xE6F9	0x7FE6	# <CJK>
0xE6FA	0x7FE8	# <CJK>
0xE6FB	0x8064	# <CJK>
0xE6FC	0x8067	# <CJK>
0xE6FD	0x81A3	# <CJK>
0xE6FE	0x819F	# <CJK>
0xE740	0x819E	# <CJK>
0xE741	0x8195	# <CJK>
0xE742	0x81A2	# <CJK>
0xE743	0x8199	# <CJK>
0xE744	0x8197	# <CJK>
0xE745	0x8216	# <CJK>
0xE746	0x824F	# <CJK>
0xE747	0x8253	# <CJK>
0xE748	0x8252	# <CJK>
0xE749	0x8250	# <CJK>
0xE74A	0x824E	# <CJK>
0xE74B	0x8251	# <CJK>
0xE74C	0x8524	# <CJK>
0xE74D	0x853B	# <CJK>
0xE74E	0x850F	# <CJK>
0xE74F	0x8500	# <CJK>
0xE750	0x8529	# <CJK>
0xE751	0x850E	# <CJK>
0xE752	0x8509	# <CJK>
0xE753	0x850D	# <CJK>
0xE754	0x851F	# <CJK>
0xE755	0x850A	# <CJK>
0xE756	0x8527	# <CJK>
0xE757	0x851C	# <CJK>
0xE758	0x84FB	# <CJK>
0xE759	0x852B	# <CJK>
0xE75A	0x84FA	# <CJK>
0xE75B	0x8508	# <CJK>
0xE75C	0x850C	# <CJK>
0xE75D	0x84F4	# <CJK>
0xE75E	0x852A	# <CJK>
0xE75F	0x84F2	# <CJK>
0xE760	0x8515	# <CJK>
0xE761	0x84F7	# <CJK>
0xE762	0x84EB	# <CJK>
0xE763	0x84F3	# <CJK>
0xE764	0x84FC	# <CJK>
0xE765	0x8512	# <CJK>
0xE766	0x84EA	# <CJK>
0xE767	0x84E9	# <CJK>
0xE768	0x8516	# <CJK>
0xE769	0x84FE	# <CJK>
0xE76A	0x8528	# <CJK>
0xE76B	0x851D	# <CJK>
0xE76C	0x852E	# <CJK>
0xE76D	0x8502	# <CJK>
0xE76E	0x84FD	# <CJK>
0xE76F	0x851E	# <CJK>
0xE770	0x84F6	# <CJK>
0xE771	0x8531	# <CJK>
0xE772	0x8526	# <CJK>
0xE773	0x84E7	# <CJK>
0xE774	0x84E8	# <CJK>
0xE775	0x84F0	# <CJK>
0xE776	0x84EF	# <CJK>
0xE777	0x84F9	# <CJK>
0xE778	0x8518	# <CJK>
0xE779	0x8520	# <CJK>
0xE77A	0x8530	# <CJK>
0xE77B	0x850B	# <CJK>
0xE77C	0x8519	# <CJK>
0xE77D	0x852F	# <CJK>
0xE77E	0x8662	# <CJK>
0xE7A1	0x8756	# <CJK>
0xE7A2	0x8763	# <CJK>
0xE7A3	0x8764	# <CJK>
0xE7A4	0x8777	# <CJK>
0xE7A5	0x87E1	# <CJK>
0xE7A6	0x8773	# <CJK>
0xE7A7	0x8758	# <CJK>
0xE7A8	0x8754	# <CJK>
0xE7A9	0x875B	# <CJK>
0xE7AA	0x8752	# <CJK>
0xE7AB	0x8761	# <CJK>
