#
# $FreeBSD$
#
#	Name:             eucCN-80 to Unicode table (complete, hex format)
#	Based on the GB2312.TXT
#
#	General notes:
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#
0xA1A1	0x3000	# IDEOGRAPHIC SPACE
0xBAD4	0x6DB8	# <CJK>
0xBAD5	0x8D6B	# <CJK>
0xBAD6	0x8910	# <CJK>
0xBAD7	0x9E64	# <CJK>
0xBAD8	0x8D3A	# <CJK>
0xBAD9	0x563F	# <CJK>
0xBADA	0x9ED1	# <CJK>
0xBADB	0x75D5	# <CJK>
0xBADC	0x5F88	# <CJK>
0xBADD	0x72E0	# <CJK>
0xBADE	0x6068	# <CJK>
0xBADF	0x54FC	# <CJK>
0xBAE0	0x4EA8	# <CJK>
0xBAE1	0x6A2A	# <CJK>
0xBAE2	0x8861	# <CJK>
0xBAE3	0x6052	# <CJK>
0xBAE4	0x8F70	# <CJK>
0xBAE5	0x54C4	# <CJK>
0xBAE6	0x70D8	# <CJK>
0xBAE7	0x8679	# <CJK>
0xBAE8	0x9E3F	# <CJK>
0xBAE9	0x6D2A	# <CJK>
0xBAEA	0x5B8F	# <CJK>
0xBAEB	0x5F18	# <CJK>
0xBAEC	0x7EA2	# <CJK>
0xBAED	0x5589	# <CJK>
0xBAEE	0x4FAF	# <CJK>
0xBAEF	0x7334	# <CJK>
0xBAF0	0x543C	# <CJK>
0xBAF1	0x539A	# <CJK>
0xBAF2	0x5019	# <CJK>
0xBAF3	0x540E	# <CJK>
0xBAF4	0x547C	# <CJK>
0xBAF5	0x4E4E	# <CJK>
0xBAF6	0x5FFD	# <CJK>
0xBAF7	0x745A	# <CJK>
0xBAF8	0x58F6	# <CJK>
0xBAF9	0x846B	# <CJK>
0xBAFA	0x80E1	# <CJK>
0xBAFB	0x8774	# <CJK>
0xBAFC	0x72D0	# <CJK>
0xBAFD	0x7CCA	# <CJK>
0xBAFE	0x6E56	# <CJK>
0xBBA1	0x5F27	# <CJK>
0xBBA2	0x864E	# <CJK>
0xBBA3	0x552C	# <CJK>
0xBBA4	0x62A4	# <CJK>
0xBBA5	0x4E92	# <CJK>
0xBBA6	0x6CAA	# <CJK>
0xBBA7	0x6237	# <CJK>
0xBBA8	0x82B1	# <CJK>
0xBBA9	0x54D7	# <CJK>
0xBBAA	0x534E	# <CJK>
0xBBAB	0x733E	# <CJK>
0xBBAC	0x6ED1	# <CJK>
0xBBAD	0x753B	# <CJK>
0xBBAE	0x5212	# <CJK>
0xBBAF	0x5316	# <CJK>
0xBBB0	0x8BDD	# <CJK>
0xBBB1	0x69D0	# <CJK>
0xBBB2	0x5F8A	# <CJK>
0xBBB3	0x6000	# <CJK>
0xBBB4	0x6DEE	# <CJK>
0xBBB5	0x574F	# <CJK>
0xBBB6	0x6B22	# <CJK>
0xBBB7	0x73AF	# <CJK>
0xBBB8	0x6853	# <CJK>
0xBBB9	0x8FD8	# <CJK>
0xBBBA	0x7F13	# <CJK>
0xBBBB	0x6362	# <CJK>
0xBBBC	0x60A3	# <CJK>
0xBBBD	0x5524	# <CJK>
0xBBBE	0x75EA	# <CJK>
0xBBBF	0x8C62	# <CJK>
0xBBC0	0x7115	# <CJK>
0xBBC1	0x6DA3	# <CJK>
0xBBC2	0x5BA6	# <CJK>
0xBBC3	0x5E7B	# <CJK>
0xBBC4	0x8352	# <CJK>
0xBBC5	0x614C	# <CJK>
0xBBC6	0x9EC4	# <CJK>
0xBBC7	0x78FA	# <CJK>
0xBBC8	0x8757	# <CJK>
0xBBC9	0x7C27	# <CJK>
0xBBCA	0x7687	# <CJK>
0xBBCB	0x51F0	# <CJK>
0xBBCC	0x60F6	# <CJK>
0xBBCD	0x714C	# <CJK>
0xBBCE	0x6643	# <CJK>
0xBBCF	0x5E4C	# <CJK>
0xBBD0	0x604D	# <CJK>
0xBBD1	0x8C0E	# <CJK>
0xBBD2	0x7070	# <CJK>
0xBBD3	0x6325	# <CJK>
0xBBD4	0x8F89	# <CJK>
0xBBD5	0x5FBD	# <CJK>
0xBBD6	0x6062	# <CJK>
0xBBD7	0x86D4	# <CJK>
0xBBD8	0x56DE	# <CJK>
0xBBD9	0x6BC1	# <CJK>
0xBBDA	0x6094	# <CJK>
0xBBDB	0x6167	# <CJK>
0xBBDC	0x5349	# <CJK>
0xBBDD	0x60E0	# <CJK>
0xBBDE	0x6666	# <CJK>
0xBBDF	0x8D3F	# <CJK>
0xBBE0	0x79FD	# <CJK>
0xBBE1	0x4F1A	# <CJK>
0xBBE2	0x70E9	# <CJK>
0xBBE3	0x6C47	# <CJK>
0xBBE4	0x8BB3	# <CJK>
0xBBE5	0x8BF2	# <CJK>
0xBBE6	0x7ED8	# <CJK>
0xBBE7	0x8364	# <CJK>
0xBBE8	0x660F	# <CJK>
0xBBE9	0x5A5A	# <CJK>
0xBBEA	0x9B42	# <CJK>
0xBBEB	0x6D51	# <CJK>
0xBBEC	0x6DF7	# <CJK>
0xBBED	0x8C41	# <CJK>
0xBBEE	0x6D3B	# <CJK>
0xBBEF	0x4F19	# <CJK>
0xBBF0	0x706B	# <CJK>
0xBBF1	0x83B7	# <CJK>
0xBBF2	0x6216	# <CJK>
0xBBF3	0x60D1	# <CJK>
0xBBF4	0x970D	# <CJK>
0xBBF5	0x8D27	# <CJK>
0xBBF6	0x7978	# <CJK>
0xBBF7	0x51FB	# <CJK>
0xBBF8	0x573E	# <CJK>
0xBBF9	0x57FA	# <CJK>
0xBBFA	0x673A	# <CJK>
0xBBFB	0x7578	# <CJK>
0xBBFC	0x7A3D	# <CJK>
0xBBFD	0x79EF	# <CJK>
0xBBFE	0x7B95	# <CJK>
0xBCA1	0x808C	# <CJK>
0xBCA2	0x9965	# <CJK>
0xBCA3	0x8FF9	# <CJK>
0xBCA4	0x6FC0	# <CJK>
0xBCA5	0x8BA5	# <CJK>
0xBCA6	0x9E21	# <CJK>
0xBCA7	0x59EC	# <CJK>
0xBCA8	0x7EE9	# <CJK>
0xBCA9	0x7F09	# <CJK>
0xBCAA	0x5409	# <CJK>
0xBCAB	0x6781	# <CJK>
0xBCAC	0x68D8	# <CJK>
0xBCAD	0x8F91	# <CJK>
0xBCAE	0x7C4D	# <CJK>
0xBCAF	0x96C6	# <CJK>
0xBCB0	0x53CA	# <CJK>
0xBCB1	0x6025	# <CJK>
0xBCB2	0x75BE	# <CJK>
0xBCB3	0x6C72	# <CJK>
0xBCB4	0x5373	# <CJK>
0xBCB5	0x5AC9	# <CJK>
0xBCB6	0x7EA7	# <CJK>
0xBCB7	0x6324	# <CJK>
0xBCB8	0x51E0	# <CJK>
0xBCB9	0x810A	# <CJK>
0xBCBA	0x5DF1	# <CJK>
0xBCBB	0x84DF	# <CJK>
0xBCBC	0x6280	# <CJK>
0xBCBD	0x5180	# <CJK>
0xBCBE	0x5B63	# <CJK>
0xBCBF	0x4F0E	# <CJK>
0xBCC0	0x796D	# <CJK>
0xBCC1	0x5242	# <CJK>
0xBCC2	0x60B8	# <CJK>
0xBCC3	0x6D4E	# <CJK>
0xBCC4	0x5BC4	# <CJK>
0xBCC5	0x5BC2	# <CJK>
0xBCC6	0x8BA1	# <CJK>
0xBCC7	0x8BB0	# <CJK>
0xBCC8	0x65E2	# <CJK>
0xBCC9	0x5FCC	# <CJK>
0xBCCA	0x9645	# <CJK>
0xBCCB	0x5993	# <CJK>
0xBCCC	0x7EE7	# <CJK>
0xBCCD	0x7EAA	# <CJK>
0xBCCE	0x5609	# <CJK>
0xBCCF	0x67B7	# <CJK>
0xBCD0	0x5939	# <CJK>
0xBCD1	0x4F73	# <CJK>
0xBCD2	0x5BB6	# <CJK>
0xBCD3	0x52A0	# <CJK>
0xBCD4	0x835A	# <CJK>
0xBCD5	0x988A	# <CJK>
0xBCD6	0x8D3E	# <CJK>
0xBCD7	0x7532	# <CJK>
0xBCD8	0x94BE	# <CJK>
0xBCD9	0x5047	# <CJK>
0xBCDA	0x7A3C	# <CJK>
0xBCDB	0x4EF7	# <CJK>
0xBCDC	0x67B6	# <CJK>
0xBCDD	0x9A7E	# <CJK>
0xBCDE	0x5AC1	# <CJK>
0xBCDF	0x6B7C	# <CJK>
0xBCE0	0x76D1	# <CJK>
0xBCE1	0x575A	# <CJK>
0xBCE2	0x5C16	# <CJK>
0xBCE3	0x7B3A	# <CJK>
0xBCE4	0x95F4	# <CJK>
0xBCE5	0x714E	# <CJK>
0xBCE6	0x517C	# <CJK>
0xBCE7	0x80A9	# <CJK>
0xBCE8	0x8270	# <CJK>
0xBCE9	0x5978	# <CJK>
0xBCEA	0x7F04	# <CJK>
0xBCEB	0x8327	# <CJK>
0xBCEC	0x68C0	# <CJK>
0xBCED	0x67EC	# <CJK>
0xBCEE	0x78B1	# <CJK>
0xBCEF	0x7877	# <CJK>
0xBCF0	0x62E3	# <CJK>
0xBCF1	0x6361	# <CJK>
0xBCF2	0x7B80	# <CJK>
0xBCF3	0x4FED	# <CJK>
0xBCF4	0x526A	# <CJK>
0xBCF5	0x51CF	# <CJK>
0xBCF6	0x8350	# <CJK>
0xBCF7	0x69DB	# <CJK>
0xBCF8	0x9274	# <CJK>
0xBCF9	0x8DF5	# <CJK>
0xBCFA	0x8D31	# <CJK>
0xBCFB	0x89C1	# <CJK>
0xBCFC	0x952E	# <CJK>
0xBCFD	0x7BAD	# <CJK>
0xBCFE	0x4EF6	# <CJK>
0xBDA1	0x5065	# <CJK>
0xBDA2	0x8230	# <CJK>
0xBDA3	0x5251	# <CJK>
0xBDA4	0x996F	# <CJK>
0xBDA5	0x6E10	# <CJK>
0xBDA6	0x6E85	# <CJK>
0xBDA7	0x6DA7	# <CJK>
0xBDA8	0x5EFA	# <CJK>
0xBDA9	0x50F5	# <CJK>
0xBDAA	0x59DC	# <CJK>
0xBDAB	0x5C06	# <CJK>
0xBDAC	0x6D46	# <CJK>
0xBDAD	0x6C5F	# <CJK>
0xBDAE	0x7586	# <CJK>
0xBDAF	0x848B	# <CJK>
0xBDB0	0x6868	# <CJK>
0xBDB1	0x5956	# <CJK>
0xBDB2	0x8BB2	# <CJK>
0xBDB3	0x5320	# <CJK>
0xBDB4	0x9171	# <CJK>
0xBDB5	0x964D	# <CJK>
0xBDB6	0x8549	# <CJK>
0xBDB7	0x6912	# <CJK>
0xBDB8	0x7901	# <CJK>
0xBDB9	0x7126	# <CJK>
0xBDBA	0x80F6	# <CJK>
0xBDBB	0x4EA4	# <CJK>
0xBDBC	0x90CA	# <CJK>
0xBDBD	0x6D47	# <CJK>
0xBDBE	0x9A84	# <CJK>
0xBDBF	0x5A07	# <CJK>
0xBDC0	0x56BC	# <CJK>
0xBDC1	0x6405	# <CJK>
0xBDC2	0x94F0	# <CJK>
0xBDC3	0x77EB	# <CJK>
0xBDC4	0x4FA5	# <CJK>
0xBDC5	0x811A	# <CJK>
0xBDC6	0x72E1	# <CJK>
0xBDC7	0x89D2	# <CJK>
0xBDC8	0x997A	# <CJK>
0xBDC9	0x7F34	# <CJK>
0xBDCA	0x7EDE	# <CJK>
0xBDCB	0x527F	# <CJK>
0xBDCC	0x6559	# <CJK>
0xBDCD	0x9175	# <CJK>
0xBDCE	0x8F7F	# <CJK>
0xBDCF	0x8F83	# <CJK>
0xBDD0	0x53EB	# <CJK>
0xBDD1	0x7A96	# <CJK>
0xBDD2	0x63ED	# <CJK>
0xBDD3	0x63A5	# <CJK>
0xBDD4	0x7686	# <CJK>
0xBDD5	0x79F8	# <CJK>
0xBDD6	0x8857	# <CJK>
0xBDD7	0x9636	# <CJK>
0xBDD8	0x622A	# <CJK>
0xBDD9	0x52AB	# <CJK>
0xBDDA	0x8282	# <CJK>
0xBDDB	0x6854	# <CJK>
0xBDDC	0x6770	# <CJK>
0xBDDD	0x6377	# <CJK>
0xBDDE	0x776B	# <CJK>
0xBDDF	0x7AED	# <CJK>
0xBDE0	0x6D01	# <CJK>
0xBDE1	0x7ED3	# <CJK>
0xBDE2	0x89E3	# <CJK>
0xBDE3	0x59D0	# <CJK>
0xBDE4	0x6212	# <CJK>
0xBDE5	0x85C9	# <CJK>
0xBDE6	0x82A5	# <CJK>
0xBDE7	0x754C	# <CJK>
0xBDE8	0x501F	# <CJK>
0xBDE9	0x4ECB	# <CJK>
0xBDEA	0x75A5	# <CJK>
0xBDEB	0x8BEB	# <CJK>
0xBDEC	0x5C4A	# <CJK>
0xBDED	0x5DFE	# <CJK>
0xBDEE	0x7B4B	# <CJK>
0xBDEF	0x65A4	# <CJK>
0xBDF0	0x91D1	# <CJK>
0xBDF1	0x4ECA	# <CJK>
0xBDF2	0x6D25	# <CJK>
0xBDF3	0x895F	# <CJK>
0xBDF4	0x7D27	# <CJK>
0xBDF5	0x9526	# <CJK>
0xBDF6	0x4EC5	# <CJK>
0xBDF7	0x8C28	# <CJK>
0xBDF8	0x8FDB	# <CJK>
0xBDF9	0x9773	# <CJK>
0xBDFA	0x664B	# <CJK>
0xBDFB	0x7981	# <CJK>
0xBDFC	0x8FD1	# <CJK>
0xBDFD	0x70EC	# <CJK>
0xBDFE	0x6D78	# <CJK>
0xBEA1	0x5C3D	# <CJK>
0xBEA2	0x52B2	# <CJK>
0xBEA3	0x8346	# <CJK>
0xBEA4	0x5162	# <CJK>
0xBEA5	0x830E	# <CJK>
0xBEA6	0x775B	# <CJK>
0xBEA7	0x6676	# <CJK>
0xBEA8	0x9CB8	# <CJK>
0xBEA9	0x4EAC	# <CJK>
0xBEAA	0x60CA	# <CJK>
0xBEAB	0x7CBE	# <CJK>
0xBEAC	0x7CB3	# <CJK>
0xBEAD	0x7ECF	# <CJK>
0xBEAE	0x4E95	# <CJK>
0xBEAF	0x8B66	# <CJK>
0xBEB0	0x666F	# <CJK>
0xBEB1	0x9888	# <CJK>
0xBEB2	0x9759	# <CJK>
0xBEB3	0x5883	# <CJK>
0xBEB4	0x656C	# <CJK>
0xBEB5	0x955C	# <CJK>
0xBEB6	0x5F84	# <CJK>
0xBEB7	0x75C9	# <CJK>
0xBEB8	0x9756	# <CJK>
0xBEB9	0x7ADF	# <CJK>
0xBEBA	0x7ADE	# <CJK>
0xBEBB	0x51C0	# <CJK>
0xBEBC	0x70AF	# <CJK>
0xBEBD	0x7A98	# <CJK>
0xBEBE	0x63EA	# <CJK>
0xBEBF	0x7A76	# <CJK>
0xBEC0	0x7EA0	# <CJK>
0xBEC1	0x7396	# <CJK>
0xBEC2	0x97ED	# <CJK>
0xBEC3	0x4E45	# <CJK>
0xBEC4	0x7078	# <CJK>
0xBEC5	0x4E5D	# <CJK>
0xBEC6	0x9152	# <CJK>
0xBEC7	0x53A9	# <CJK>
0xBEC8	0x6551	# <CJK>
0xBEC9	0x65E7	# <CJK>
0xBECA	0x81FC	# <CJK>
0xBECB	0x8205	# <CJK>
0xBECC	0x548E	# <CJK>
0xBECD	0x5C31	# <CJK>
0xBECE	0x759A	# <CJK>
0xBECF	0x97A0	# <CJK>
0xBED0	0x62D8	# <CJK>
0xBED1	0x72D9	# <CJK>
0xBED2	0x75BD	# <CJK>
0xBED3	0x5C45	# <CJK>
0xBED4	0x9A79	# <CJK>
0xBED5	0x83CA	# <CJK>
0xBED6	0x5C40	# <CJK>
0xBED7	0x5480	# <CJK>
0xBED8	0x77E9	# <CJK>
0xBED9	0x4E3E	# <CJK>
0xBEDA	0x6CAE	# <CJK>
0xBEDB	0x805A	# <CJK>
0xBEDC	0x62D2	# <CJK>
0xBEDD	0x636E	# <CJK>
0xBEDE	0x5DE8	# <CJK>
0xBEDF	0x5177	# <CJK>
0xBEE0	0x8DDD	# <CJK>
0xBEE1	0x8E1E	# <CJK>
0xBEE2	0x952F	# <CJK>
0xBEE3	0x4FF1	# <CJK>
0xBEE4	0x53E5	# <CJK>
0xBEE5	0x60E7	# <CJK>
0xBEE6	0x70AC	# <CJK>
0xBEE7	0x5267	# <CJK>
0xBEE8	0x6350	# <CJK>
0xBEE9	0x9E43	# <CJK>
0xBEEA	0x5A1F	# <CJK>
0xBEEB	0x5026	# <CJK>
0xBEEC	0x7737	# <CJK>
0xBEED	0x5377	# <CJK>
0xBEEE	0x7EE2	# <CJK>
0xBEEF	0x6485	# <CJK>
0xBEF0	0x652B	# <CJK>
0xBEF1	0x6289	# <CJK>
0xBEF2	0x6398	# <CJK>
0xBEF3	0x5014	# <CJK>
0xBEF4	0x7235	# <CJK>
0xBEF5	0x89C9	# <CJK>
0xBEF6	0x51B3	# <CJK>
0xBEF7	0x8BC0	# <CJK>
0xBEF8	0x7EDD	# <CJK>
0xBEF9	0x5747	# <CJK>
0xBEFA	0x83CC	# <CJK>
0xBEFB	0x94A7	# <CJK>
0xBEFC	0x519B	# <CJK>
0xBEFD	0x541B	# <CJK>
0xBEFE	0x5CFB	# <CJK>
0xBFA1	0x4FCA	# <CJK>
0xBFA2	0x7AE3	# <CJK>
0xBFA3	0x6D5A	# <CJK>
0xBFA4	0x90E1	# <CJK>
0xBFA5	0x9A8F	# <CJK>
0xBFA6	0x5580	# <CJK>
0xBFA7	0x5496	# <CJK>
0xBFA8	0x5361	# <CJK>
0xBFA9	0x54AF	# <CJK>
0xBFAA	0x5F00	# <CJK>
0xBFAB	0x63E9	# <CJK>
0xBFAC	0x6977	# <CJK>
0xBFAD	0x51EF	# <CJK>
0xBFAE	0x6168	# <CJK>
0xBFAF	0x520A	# <CJK>
0xBFB0	0x582A	# <CJK>
0xBFB1	0x52D8	# <CJK>
0xBFB2	0x574E	# <CJK>
0xBFB3	0x780D	# <CJK>
0xBFB4	0x770B	# <CJK>
0xBFB5	0x5EB7	# <CJK>
0xBFB6	0x6177	# <CJK>
0xBFB7	0x7CE0	# <CJK>
0xBFB8	0x625B	# <CJK>
0xBFB9	0x6297	# <CJK>
0xBFBA	0x4EA2	# <CJK>
0xBFBB	0x7095	# <CJK>
0xBFBC	0x8003	# <CJK>
0xBFBD	0x62F7	# <CJK>
0xBFBE	0x70E4	# <CJK>
0xBFBF	0x9760	# <CJK>
0xBFC0	0x5777	# <CJK>
0xBFC1	0x82DB	# <CJK>
0xBFC2	0x67EF	# <CJK>
0xBFC3	0x68F5	# <CJK>
0xBFC4	0x78D5	# <CJK>
0xBFC5	0x9897	# <CJK>
0xBFC6	0x79D1	# <CJK>
0xBFC7	0x58F3	# <CJK>
0xBFC8	0x54B3	# <CJK>
0xBFC9	0x53EF	# <CJK>
0xBFCA	0x6E34	# <CJK>
0xBFCB	0x514B	# <CJK>
0xBFCC	0x523B	# <CJK>
0xBFCD	0x5BA2	# <CJK>
0xBFCE	0x8BFE	# <CJK>
0xBFCF	0x80AF	# <CJK>
0xBFD0	0x5543	# <CJK>
0xBFD1	0x57A6	# <CJK>
0xBFD2	0x6073	# <CJK>
0xBFD3	0x5751	# <CJK>
0xBFD4	0x542D	# <CJK>
0xBFD5	0x7A7A	# <CJK>
0xBFD6	0x6050	# <CJK>
0xBFD7	0x5B54	# <CJK>
0xBFD8	0x63A7	# <CJK>
0xBFD9	0x62A0	# <CJK>
0xBFDA	0x53E3	# <CJK>
0xBFDB	0x6263	# <CJK>
0xBFDC	0x5BC7	# <CJK>
0xBFDD	0x67AF	# <CJK>
0xBFDE	0x54ED	# <CJK>
0xBFDF	0x7A9F	# <CJK>
0xBFE0	0x82E6	# <CJK>
0xBFE1	0x9177	# <CJK>
0xBFE2	0x5E93	# <CJK>
0xBFE3	0x88E4	# <CJK>
0xBFE4	0x5938	# <CJK>
0xBFE5	0x57AE	# <CJK>
0xBFE6	0x630E	# <CJK>
0xBFE7	0x8DE8	# <CJK>
0xBFE8	0x80EF	# <CJK>
0xBFE9	0x5757	# <CJK>
0xBFEA	0x7B77	# <CJK>
0xBFEB	0x4FA9	# <CJK>
0xBFEC	0x5FEB	# <CJK>
0xBFED	0x5BBD	# <CJK>
0xBFEE	0x6B3E	# <CJK>
0xBFEF	0x5321	# <CJK>
0xBFF0	0x7B50	# <CJK>
0xBFF1	0x72C2	# <CJK>
0xBFF2	0x6846	# <CJK>
0xBFF3	0x77FF	# <CJK>
0xBFF4	0x7736	# <CJK>
0xBFF5	0x65F7	# <CJK>
0xBFF6	0x51B5	# <CJK>
0xBFF7	0x4E8F	# <CJK>
0xBFF8	0x76D4	# <CJK>
0xBFF9	0x5CBF	# <CJK>
0xBFFA	0x7AA5	# <CJK>
0xBFFB	0x8475	# <CJK>
0xBFFC	0x594E	# <CJK>
0xBFFD	0x9B41	# <CJK>
0xBFFE	0x5080	# <CJK>
0xC0A1	0x9988	# <CJK>
0xC0A2	0x6127	# <CJK>
0xC0A3	0x6E83	# <CJK>
0xC0A4	0x5764	# <CJK>
0xC0A5	0x6606	# <CJK>
0xC0A6	0x6346	# <CJK>
0xC0A7	0x56F0	# <CJK>
0xC0A8	0x62EC	# <CJK>
0xC0A9	0x6269	# <CJK>
0xC0AA	0x5ED3	# <CJK>
0xC0AB	0x9614	# <CJK>
0xC0AC	0x5783	# <CJK>
0xC0AD	0x62C9	# <CJK>
0xC0AE	0x5587	# <CJK>
0xC0AF	0x8721	# <CJK>
0xC0B0	0x814A	# <CJK>
0xC0B1	0x8FA3	# <CJK>
0xC0B2	0x5566	# <CJK>
0xC0B3	0x83B1	# <CJK>
0xC0B4	0x6765	# <CJK>
0xC0B5	0x8D56	# <CJK>
0xC0B6	0x84DD	# <CJK>
0xC0B7	0x5A6A	# <CJK>
0xC0B8	0x680F	# <CJK>
0xC0B9	0x62E6	# <CJK>
0xC0BA	0x7BEE	# <CJK>
0xC0BB	0x9611	# <CJK>
0xC0BC	0x5170	# <CJK>
0xC0BD	0x6F9C	# <CJK>
0xC0BE	0x8C30	# <CJK>
0xC0BF	0x63FD	# <CJK>
0xC0C0	0x89C8	# <CJK>
0xC0C1	0x61D2	# <CJK>
0xC0C2	0x7F06	# <CJK>
0xC0C3	0x70C2	# <CJK>
0xC0C4	0x6EE5	# <CJK>
0xC0C5	0x7405	# <CJK>
0xC0C6	0x6994	# <CJK>
0xC0C7	0x72FC	# <CJK>
0xC0C8	0x5ECA	# <CJK>
0xC0C9	0x90CE	# <CJK>
0xC0CA	0x6717	# <CJK>
0xC0CB	0x6D6A	# <CJK>
0xC0CC	0x635E	# <CJK>
0xC0CD	0x52B3	# <CJK>
0xC0CE	0x7262	# <CJK>
0xC0CF	0x8001	# <CJK>
0xC0D0	0x4F6C	# <CJK>
0xC0D1	0x59E5	# <CJK>
0xC0D2	0x916A	# <CJK>
0xC0D3	0x70D9	# <CJK>
0xC0D4	0x6D9D	# <CJK>
0xC0D5	0x52D2	# <CJK>
0xC0D6	0x4E50	# <CJK>
0xC0D7	0x96F7	# <CJK>
0xC0D8	0x956D	# <CJK>
0xC0D9	0x857E	# <CJK>
0xC0DA	0x78CA	# <CJK>
0xC0DB	0x7D2F	# <CJK>
0xC0DC	0x5121	# <CJK>
0xC0DD	0x5792	# <CJK>
0xC0DE	0x64C2	# <CJK>
0xC0DF	0x808B	# <CJK>
0xC0E0	0x7C7B	# <CJK>
0xC0E1	0x6CEA	# <CJK>
0xC0E2	0x68F1	# <CJK>
0xC0E3	0x695E	# <CJK>
0xC0E4	0x51B7	# <CJK>
0xC0E5	0x5398	# <CJK>
0xC0E6	0x68A8	# <CJK>
0xC0E7	0x7281	# <CJK>
0xC0E8	0x9ECE	# <CJK>
0xC0E9	0x7BF1	# <CJK>
0xC0EA	0x72F8	# <CJK>
0xC0EB	0x79BB	# <CJK>
0xC0EC	0x6F13	# <CJK>
0xC0ED	0x7406	# <CJK>
0xC0EE	0x674E	# <CJK>
0xC0EF	0x91CC	# <CJK>
0xC0F0	0x9CA4	# <CJK>
0xC0F1	0x793C	# <CJK>
0xC0F2	0x8389	# <CJK>
0xC0F3	0x8354	# <CJK>
0xC0F4	0x540F	# <CJK>
0xC0F5	0x6817	# <CJK>
0xC0F6	0x4E3D	# <CJK>
0xC0F7	0x5389	# <CJK>
0xC0F8	0x52B1	# <CJK>
0xC0F9	0x783E	# <CJK>
0xC0FA	0x5386	# <CJK>
0xC0FB	0x5229	# <CJK>
0xC0FC	0x5088	# <CJK>
0xC0FD	0x4F8B	# <CJK>
0xC0FE	0x4FD0	# <CJK>
0xC1A1	0x75E2	# <CJK>
0xC1A2	0x7ACB	# <CJK>
0xC1A3	0x7C92	# <CJK>
0xC1A4	0x6CA5	# <CJK>
0xC1A5	0x96B6	# <CJK>
0xC1A6	0x529B	# <CJK>
0xC1A7	0x7483	# <CJK>
0xC1A8	0x54E9	# <CJK>
0xC1A9	0x4FE9	# <CJK>
0xC1AA	0x8054	# <CJK>
0xC1AB	0x83B2	# <CJK>
0xC1AC	0x8FDE	# <CJK>
0xC1AD	0x9570	# <CJK>
0xC1AE	0x5EC9	# <CJK>
0xC1AF	0x601C	# <CJK>
0xC1B0	0x6D9F	# <CJK>
0xC1B1	0x5E18	# <CJK>
0xC1B2	0x655B	# <CJK>
0xC1B3	0x8138	# <CJK>
0xC1B4	0x94FE	# <CJK>
0xC1B5	0x604B	# <CJK>
0xC1B6	0x70BC	# <CJK>
0xC1B7	0x7EC3	# <CJK>
0xC1B8	0x7CAE	# <CJK>
0xC1B9	0x51C9	# <CJK>
0xC1BA	0x6881	# <CJK>
0xC1BB	0x7CB1	# <CJK>
0xC1BC	0x826F	# <CJK>
0xC1BD	0x4E24	# <CJK>
0xC1BE	0x8F86	# <CJK>
0xC1BF	0x91CF	# <CJK>
0xC1C0	0x667E	# <CJK>
0xC1C1	0x4EAE	# <CJK>
0xC1C2	0x8C05	# <CJK>
0xC1C3	0x64A9	# <CJK>
0xC1C4	0x804A	# <CJK>
0xC1C5	0x50DA	# <CJK>
0xC1C6	0x7597	# <CJK>
0xC1C7	0x71CE	# <CJK>
0xC1C8	0x5BE5	# <CJK>
0xC1C9	0x8FBD	# <CJK>
0xC1CA	0x6F66	# <CJK>
0xC1CB	0x4E86	# <CJK>
0xC1CC	0x6482	# <CJK>
0xC1CD	0x9563	# <CJK>
0xC1CE	0x5ED6	# <CJK>
0xC1CF	0x6599	# <CJK>
0xC1D0	0x5217	# <CJK>
0xC1D1	0x88C2	# <CJK>
0xC1D2	0x70C8	# <CJK>
0xC1D3	0x52A3	# <CJK>
0xC1D4	0x730E	# <CJK>
0xC1D5	0x7433	# <CJK>
0xC1D6	0x6797	# <CJK>
0xC1D7	0x78F7	# <CJK>
0xC1D8	0x9716	# <CJK>
0xC1D9	0x4E34	# <CJK>
0xC1DA	0x90BB	# <CJK>
0xC1DB	0x9CDE	# <CJK>
0xC1DC	0x6DCB	# <CJK>
0xC1DD	0x51DB	# <CJK>
0xC1DE	0x8D41	# <CJK>
0xC1DF	0x541D	# <CJK>
0xC1E0	0x62CE	# <CJK>
0xC1E1	0x73B2	# <CJK>
0xC1E2	0x83F1	# <CJK>
0xC1E3	0x96F6	# <CJK>
0xC1E4	0x9F84	# <CJK>
0xC1E5	0x94C3	# <CJK>
0xC1E6	0x4F36	# <CJK>
0xC1E7	0x7F9A	# <CJK>
0xC1E8	0x51CC	# <CJK>
0xC1E9	0x7075	# <CJK>
0xC1EA	0x9675	# <CJK>
0xC1EB	0x5CAD	# <CJK>
0xC1EC	0x9886	# <CJK>
0xC1ED	0x53E6	# <CJK>
0xC1EE	0x4EE4	# <CJK>
0xC1EF	0x6E9C	# <CJK>
0xC1F0	0x7409	# <CJK>
0xC1F1	0x69B4	# <CJK>
0xC1F2	0x786B	# <CJK>
0xC1F3	0x998F	# <CJK>
0xC1F4	0x7559	# <CJK>
0xC1F5	0x5218	# <CJK>
0xC1F6	0x7624	# <CJK>
0xC1F7	0x6D41	# <CJK>
0xC1F8	0x67F3	# <CJK>
0xC1F9	0x516D	# <CJK>
0xC1FA	0x9F99	# <CJK>
0xC1FB	0x804B	# <CJK>
0xC1FC	0x5499	# <CJK>
