#
# $FreeBSD$
#
#    Name:     cp949 to Unicode table
#    Unicode version: 2.0
#    Table version: 2.01
#    Table format:  Format A
#    Date:          1/7/2000
#
#    Contact:       Shawn.Steele@microsoft.com
#
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the cp949 code (in hex)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in cp949 order
#
0x00	0x0000	#NULL
0xE3D9	0x7BD2	#CJK UNIFIED IDEOGRAPH
0xE3DA	0x8755	#CJK UNIFIED IDEOGRAPH
0xE3DB	0x8B58	#CJK UNIFIED IDEOGRAPH
0xE3DC	0x8EFE	#CJK UNIFIED IDEOGRAPH
0xE3DD	0x98DF	#CJK UNIFIED IDEOGRAPH
0xE3DE	0x98FE	#CJK UNIFIED IDEOGRAPH
0xE3DF	0x4F38	#CJK UNIFIED IDEOGRAPH
0xE3E0	0x4F81	#CJK UNIFIED IDEOGRAPH
0xE3E1	0x4FE1	#CJK UNIFIED IDEOGRAPH
0xE3E2	0x547B	#CJK UNIFIED IDEOGRAPH
0xE3E3	0x5A20	#CJK UNIFIED IDEOGRAPH
0xE3E4	0x5BB8	#CJK UNIFIED IDEOGRAPH
0xE3E5	0x613C	#CJK UNIFIED IDEOGRAPH
0xE3E6	0x65B0	#CJK UNIFIED IDEOGRAPH
0xE3E7	0x6668	#CJK UNIFIED IDEOGRAPH
0xE3E8	0x71FC	#CJK UNIFIED IDEOGRAPH
0xE3E9	0x7533	#CJK UNIFIED IDEOGRAPH
0xE3EA	0x795E	#CJK UNIFIED IDEOGRAPH
0xE3EB	0x7D33	#CJK UNIFIED IDEOGRAPH
0xE3EC	0x814E	#CJK UNIFIED IDEOGRAPH
0xE3ED	0x81E3	#CJK UNIFIED IDEOGRAPH
0xE3EE	0x8398	#CJK UNIFIED IDEOGRAPH
0xE3EF	0x85AA	#CJK UNIFIED IDEOGRAPH
0xE3F0	0x85CE	#CJK UNIFIED IDEOGRAPH
0xE3F1	0x8703	#CJK UNIFIED IDEOGRAPH
0xE3F2	0x8A0A	#CJK UNIFIED IDEOGRAPH
0xE3F3	0x8EAB	#CJK UNIFIED IDEOGRAPH
0xE3F4	0x8F9B	#CJK UNIFIED IDEOGRAPH
0xE3F5	0xF971	#CJK COMPATIBILITY IDEOGRAPH
0xE3F6	0x8FC5	#CJK UNIFIED IDEOGRAPH
0xE3F7	0x5931	#CJK UNIFIED IDEOGRAPH
0xE3F8	0x5BA4	#CJK UNIFIED IDEOGRAPH
0xE3F9	0x5BE6	#CJK UNIFIED IDEOGRAPH
0xE3FA	0x6089	#CJK UNIFIED IDEOGRAPH
0xE3FB	0x5BE9	#CJK UNIFIED IDEOGRAPH
0xE3FC	0x5C0B	#CJK UNIFIED IDEOGRAPH
0xE3FD	0x5FC3	#CJK UNIFIED IDEOGRAPH
0xE3FE	0x6C81	#CJK UNIFIED IDEOGRAPH
0xE4A1	0xF972	#CJK COMPATIBILITY IDEOGRAPH
0xE4A2	0x6DF1	#CJK UNIFIED IDEOGRAPH
0xE4A3	0x700B	#CJK UNIFIED IDEOGRAPH
0xE4A4	0x751A	#CJK UNIFIED IDEOGRAPH
0xE4A5	0x82AF	#CJK UNIFIED IDEOGRAPH
0xE4A6	0x8AF6	#CJK UNIFIED IDEOGRAPH
0xE4A7	0x4EC0	#CJK UNIFIED IDEOGRAPH
0xE4A8	0x5341	#CJK UNIFIED IDEOGRAPH
0xE4A9	0xF973	#CJK COMPATIBILITY IDEOGRAPH
0xE4AA	0x96D9	#CJK UNIFIED IDEOGRAPH
0xE4AB	0x6C0F	#CJK UNIFIED IDEOGRAPH
0xE4AC	0x4E9E	#CJK UNIFIED IDEOGRAPH
0xE4AD	0x4FC4	#CJK UNIFIED IDEOGRAPH
0xE4AE	0x5152	#CJK UNIFIED IDEOGRAPH
0xE4AF	0x555E	#CJK UNIFIED IDEOGRAPH
0xE4B0	0x5A25	#CJK UNIFIED IDEOGRAPH
0xE4B1	0x5CE8	#CJK UNIFIED IDEOGRAPH
0xE4B2	0x6211	#CJK UNIFIED IDEOGRAPH
0xE4B3	0x7259	#CJK UNIFIED IDEOGRAPH
0xE4B4	0x82BD	#CJK UNIFIED IDEOGRAPH
0xE4B5	0x83AA	#CJK UNIFIED IDEOGRAPH
0xE4B6	0x86FE	#CJK UNIFIED IDEOGRAPH
0xE4B7	0x8859	#CJK UNIFIED IDEOGRAPH
0xE4B8	0x8A1D	#CJK UNIFIED IDEOGRAPH
0xE4B9	0x963F	#CJK UNIFIED IDEOGRAPH
0xE4BA	0x96C5	#CJK UNIFIED IDEOGRAPH
0xE4BB	0x9913	#CJK UNIFIED IDEOGRAPH
0xE4BC	0x9D09	#CJK UNIFIED IDEOGRAPH
0xE4BD	0x9D5D	#CJK UNIFIED IDEOGRAPH
0xE4BE	0x580A	#CJK UNIFIED IDEOGRAPH
0xE4BF	0x5CB3	#CJK UNIFIED IDEOGRAPH
0xE4C0	0x5DBD	#CJK UNIFIED IDEOGRAPH
0xE4C1	0x5E44	#CJK UNIFIED IDEOGRAPH
0xE4C2	0x60E1	#CJK UNIFIED IDEOGRAPH
0xE4C3	0x6115	#CJK UNIFIED IDEOGRAPH
0xE4C4	0x63E1	#CJK UNIFIED IDEOGRAPH
0xE4C5	0x6A02	#CJK UNIFIED IDEOGRAPH
0xE4C6	0x6E25	#CJK UNIFIED IDEOGRAPH
0xE4C7	0x9102	#CJK UNIFIED IDEOGRAPH
0xE4C8	0x9354	#CJK UNIFIED IDEOGRAPH
0xE4C9	0x984E	#CJK UNIFIED IDEOGRAPH
0xE4CA	0x9C10	#CJK UNIFIED IDEOGRAPH
0xE4CB	0x9F77	#CJK UNIFIED IDEOGRAPH
0xE4CC	0x5B89	#CJK UNIFIED IDEOGRAPH
0xE4CD	0x5CB8	#CJK UNIFIED IDEOGRAPH
0xE4CE	0x6309	#CJK UNIFIED IDEOGRAPH
0xE4CF	0x664F	#CJK UNIFIED IDEOGRAPH
0xE4D0	0x6848	#CJK UNIFIED IDEOGRAPH
0xE4D1	0x773C	#CJK UNIFIED IDEOGRAPH
0xE4D2	0x96C1	#CJK UNIFIED IDEOGRAPH
0xE4D3	0x978D	#CJK UNIFIED IDEOGRAPH
0xE4D4	0x9854	#CJK UNIFIED IDEOGRAPH
0xE4D5	0x9B9F	#CJK UNIFIED IDEOGRAPH
0xE4D6	0x65A1	#CJK UNIFIED IDEOGRAPH
0xE4D7	0x8B01	#CJK UNIFIED IDEOGRAPH
0xE4D8	0x8ECB	#CJK UNIFIED IDEOGRAPH
0xE4D9	0x95BC	#CJK UNIFIED IDEOGRAPH
0xE4DA	0x5535	#CJK UNIFIED IDEOGRAPH
0xE4DB	0x5CA9	#CJK UNIFIED IDEOGRAPH
0xE4DC	0x5DD6	#CJK UNIFIED IDEOGRAPH
0xE4DD	0x5EB5	#CJK UNIFIED IDEOGRAPH
0xE4DE	0x6697	#CJK UNIFIED IDEOGRAPH
0xE4DF	0x764C	#CJK UNIFIED IDEOGRAPH
0xE4E0	0x83F4	#CJK UNIFIED IDEOGRAPH
0xE4E1	0x95C7	#CJK UNIFIED IDEOGRAPH
0xE4E2	0x58D3	#CJK UNIFIED IDEOGRAPH
0xE4E3	0x62BC	#CJK UNIFIED IDEOGRAPH
0xE4E4	0x72CE	#CJK UNIFIED IDEOGRAPH
0xE4E5	0x9D28	#CJK UNIFIED IDEOGRAPH
0xE4E6	0x4EF0	#CJK UNIFIED IDEOGRAPH
0xE4E7	0x592E	#CJK UNIFIED IDEOGRAPH
0xE4E8	0x600F	#CJK UNIFIED IDEOGRAPH
0xE4E9	0x663B	#CJK UNIFIED IDEOGRAPH
0xE4EA	0x6B83	#CJK UNIFIED IDEOGRAPH
0xE4EB	0x79E7	#CJK UNIFIED IDEOGRAPH
0xE4EC	0x9D26	#CJK UNIFIED IDEOGRAPH
0xE4ED	0x5393	#CJK UNIFIED IDEOGRAPH
0xE4EE	0x54C0	#CJK UNIFIED IDEOGRAPH
0xE4EF	0x57C3	#CJK UNIFIED IDEOGRAPH
0xE4F0	0x5D16	#CJK UNIFIED IDEOGRAPH
0xE4F1	0x611B	#CJK UNIFIED IDEOGRAPH
0xE4F2	0x66D6	#CJK UNIFIED IDEOGRAPH
0xE4F3	0x6DAF	#CJK UNIFIED IDEOGRAPH
0xE4F4	0x788D	#CJK UNIFIED IDEOGRAPH
0xE4F5	0x827E	#CJK UNIFIED IDEOGRAPH
0xE4F6	0x9698	#CJK UNIFIED IDEOGRAPH
0xE4F7	0x9744	#CJK UNIFIED IDEOGRAPH
0xE4F8	0x5384	#CJK UNIFIED IDEOGRAPH
0xE4F9	0x627C	#CJK UNIFIED IDEOGRAPH
0xE4FA	0x6396	#CJK UNIFIED IDEOGRAPH
0xE4FB	0x6DB2	#CJK UNIFIED IDEOGRAPH
0xE4FC	0x7E0A	#CJK UNIFIED IDEOGRAPH
0xE4FD	0x814B	#CJK UNIFIED IDEOGRAPH
0xE4FE	0x984D	#CJK UNIFIED IDEOGRAPH
0xE5A1	0x6AFB	#CJK UNIFIED IDEOGRAPH
0xE5A2	0x7F4C	#CJK UNIFIED IDEOGRAPH
0xE5A3	0x9DAF	#CJK UNIFIED IDEOGRAPH
0xE5A4	0x9E1A	#CJK UNIFIED IDEOGRAPH
0xE5A5	0x4E5F	#CJK UNIFIED IDEOGRAPH
0xE5A6	0x503B	#CJK UNIFIED IDEOGRAPH
0xE5A7	0x51B6	#CJK UNIFIED IDEOGRAPH
0xE5A8	0x591C	#CJK UNIFIED IDEOGRAPH
0xE5A9	0x60F9	#CJK UNIFIED IDEOGRAPH
0xE5AA	0x63F6	#CJK UNIFIED IDEOGRAPH
0xE5AB	0x6930	#CJK UNIFIED IDEOGRAPH
0xE5AC	0x723A	#CJK UNIFIED IDEOGRAPH
0xE5AD	0x8036	#CJK UNIFIED IDEOGRAPH
0xE5AE	0xF974	#CJK COMPATIBILITY IDEOGRAPH
0xE5AF	0x91CE	#CJK UNIFIED IDEOGRAPH
0xE5B0	0x5F31	#CJK UNIFIED IDEOGRAPH
0xE5B1	0xF975	#CJK COMPATIBILITY IDEOGRAPH
0xE5B2	0xF976	#CJK COMPATIBILITY IDEOGRAPH
0xE5B3	0x7D04	#CJK UNIFIED IDEOGRAPH
0xE5B4	0x82E5	#CJK UNIFIED IDEOGRAPH
0xE5B5	0x846F	#CJK UNIFIED IDEOGRAPH
0xE5B6	0x84BB	#CJK UNIFIED IDEOGRAPH
0xE5B7	0x85E5	#CJK UNIFIED IDEOGRAPH
0xE5B8	0x8E8D	#CJK UNIFIED IDEOGRAPH
0xE5B9	0xF977	#CJK COMPATIBILITY IDEOGRAPH
0xE5BA	0x4F6F	#CJK UNIFIED IDEOGRAPH
0xE5BB	0xF978	#CJK COMPATIBILITY IDEOGRAPH
0xE5BC	0xF979	#CJK COMPATIBILITY IDEOGRAPH
0xE5BD	0x58E4	#CJK UNIFIED IDEOGRAPH
0xE5BE	0x5B43	#CJK UNIFIED IDEOGRAPH
0xE5BF	0x6059	#CJK UNIFIED IDEOGRAPH
0xE5C0	0x63DA	#CJK UNIFIED IDEOGRAPH
0xE5C1	0x6518	#CJK UNIFIED IDEOGRAPH
0xE5C2	0x656D	#CJK UNIFIED IDEOGRAPH
0xE5C3	0x6698	#CJK UNIFIED IDEOGRAPH
0xE5C4	0xF97A	#CJK COMPATIBILITY IDEOGRAPH
0xE5C5	0x694A	#CJK UNIFIED IDEOGRAPH
0xE5C6	0x6A23	#CJK UNIFIED IDEOGRAPH
0xE5C7	0x6D0B	#CJK UNIFIED IDEOGRAPH
0xE5C8	0x7001	#CJK UNIFIED IDEOGRAPH
0xE5C9	0x716C	#CJK UNIFIED IDEOGRAPH
0xE5CA	0x75D2	#CJK UNIFIED IDEOGRAPH
0xE5CB	0x760D	#CJK UNIFIED IDEOGRAPH
0xE5CC	0x79B3	#CJK UNIFIED IDEOGRAPH
0xE5CD	0x7A70	#CJK UNIFIED IDEOGRAPH
0xE5CE	0xF97B	#CJK COMPATIBILITY IDEOGRAPH
0xE5CF	0x7F8A	#CJK UNIFIED IDEOGRAPH
0xE5D0	0xF97C	#CJK COMPATIBILITY IDEOGRAPH
0xE5D1	0x8944	#CJK UNIFIED IDEOGRAPH
0xE5D2	0xF97D	#CJK COMPATIBILITY IDEOGRAPH
0xE5D3	0x8B93	#CJK UNIFIED IDEOGRAPH
0xE5D4	0x91C0	#CJK UNIFIED IDEOGRAPH
0xE5D5	0x967D	#CJK UNIFIED IDEOGRAPH
0xE5D6	0xF97E	#CJK COMPATIBILITY IDEOGRAPH
0xE5D7	0x990A	#CJK UNIFIED IDEOGRAPH
0xE5D8	0x5704	#CJK UNIFIED IDEOGRAPH
0xE5D9	0x5FA1	#CJK UNIFIED IDEOGRAPH
0xE5DA	0x65BC	#CJK UNIFIED IDEOGRAPH
0xE5DB	0x6F01	#CJK UNIFIED IDEOGRAPH
0xE5DC	0x7600	#CJK UNIFIED IDEOGRAPH
0xE5DD	0x79A6	#CJK UNIFIED IDEOGRAPH
0xE5DE	0x8A9E	#CJK UNIFIED IDEOGRAPH
0xE5DF	0x99AD	#CJK UNIFIED IDEOGRAPH
0xE5E0	0x9B5A	#CJK UNIFIED IDEOGRAPH
0xE5E1	0x9F6C	#CJK UNIFIED IDEOGRAPH
0xE5E2	0x5104	#CJK UNIFIED IDEOGRAPH
0xE5E3	0x61B6	#CJK UNIFIED IDEOGRAPH
0xE5E4	0x6291	#CJK UNIFIED IDEOGRAPH
0xE5E5	0x6A8D	#CJK UNIFIED IDEOGRAPH
0xE5E6	0x81C6	#CJK UNIFIED IDEOGRAPH
0xE5E7	0x5043	#CJK UNIFIED IDEOGRAPH
0xE5E8	0x5830	#CJK UNIFIED IDEOGRAPH
0xE5E9	0x5F66	#CJK UNIFIED IDEOGRAPH
0xE5EA	0x7109	#CJK UNIFIED IDEOGRAPH
0xE5EB	0x8A00	#CJK UNIFIED IDEOGRAPH
0xE5EC	0x8AFA	#CJK UNIFIED IDEOGRAPH
0xE5ED	0x5B7C	#CJK UNIFIED IDEOGRAPH
0xE5EE	0x8616	#CJK UNIFIED IDEOGRAPH
0xE5EF	0x4FFA	#CJK UNIFIED IDEOGRAPH
0xE5F0	0x513C	#CJK UNIFIED IDEOGRAPH
0xE5F1	0x56B4	#CJK UNIFIED IDEOGRAPH
0xE5F2	0x5944	#CJK UNIFIED IDEOGRAPH
0xE5F3	0x63A9	#CJK UNIFIED IDEOGRAPH
0xE5F4	0x6DF9	#CJK UNIFIED IDEOGRAPH
0xE5F5	0x5DAA	#CJK UNIFIED IDEOGRAPH
0xE5F6	0x696D	#CJK UNIFIED IDEOGRAPH
0xE5F7	0x5186	#CJK UNIFIED IDEOGRAPH
0xE5F8	0x4E88	#CJK UNIFIED IDEOGRAPH
0xE5F9	0x4F59	#CJK UNIFIED IDEOGRAPH
0xE5FA	0xF97F	#CJK COMPATIBILITY IDEOGRAPH
0xE5FB	0xF980	#CJK COMPATIBILITY IDEOGRAPH
0xE5FC	0xF981	#CJK COMPATIBILITY IDEOGRAPH
0xE5FD	0x5982	#CJK UNIFIED IDEOGRAPH
0xE5FE	0xF982	#CJK COMPATIBILITY IDEOGRAPH
0xE6A1	0xF983	#CJK COMPATIBILITY IDEOGRAPH
0xE6A2	0x6B5F	#CJK UNIFIED IDEOGRAPH
0xE6A3	0x6C5D	#CJK UNIFIED IDEOGRAPH
0xE6A4	0xF984	#CJK COMPATIBILITY IDEOGRAPH
0xE6A5	0x74B5	#CJK UNIFIED IDEOGRAPH
0xE6A6	0x7916	#CJK UNIFIED IDEOGRAPH
0xE6A7	0xF985	#CJK COMPATIBILITY IDEOGRAPH
0xE6A8	0x8207	#CJK UNIFIED IDEOGRAPH
0xE6A9	0x8245	#CJK UNIFIED IDEOGRAPH
0xE6AA	0x8339	#CJK UNIFIED IDEOGRAPH
0xE6AB	0x8F3F	#CJK UNIFIED IDEOGRAPH
0xE6AC	0x8F5D	#CJK UNIFIED IDEOGRAPH
0xE6AD	0xF986	#CJK COMPATIBILITY IDEOGRAPH
0xE6AE	0x9918	#CJK UNIFIED IDEOGRAPH
0xE6AF	0xF987	#CJK COMPATIBILITY IDEOGRAPH
0xE6B0	0xF988	#CJK COMPATIBILITY IDEOGRAPH
0xE6B1	0xF989	#CJK COMPATIBILITY IDEOGRAPH
0xE6B2	0x4EA6	#CJK UNIFIED IDEOGRAPH
0xE6B3	0xF98A	#CJK COMPATIBILITY IDEOGRAPH
0xE6B4	0x57DF	#CJK UNIFIED IDEOGRAPH
0xE6B5	0x5F79	#CJK UNIFIED IDEOGRAPH
0xE6B6	0x6613	#CJK UNIFIED IDEOGRAPH
0xE6B7	0xF98B	#CJK COMPATIBILITY IDEOGRAPH
0xE6B8	0xF98C	#CJK COMPATIBILITY IDEOGRAPH
0xE6B9	0x75AB	#CJK UNIFIED IDEOGRAPH
0xE6BA	0x7E79	#CJK UNIFIED IDEOGRAPH
0xE6BB	0x8B6F	#CJK UNIFIED IDEOGRAPH
0xE6BC	0xF98D	#CJK COMPATIBILITY IDEOGRAPH
0xE6BD	0x9006	#CJK UNIFIED IDEOGRAPH
0xE6BE	0x9A5B	#CJK UNIFIED IDEOGRAPH
0xE6BF	0x56A5	#CJK UNIFIED IDEOGRAPH
0xE6C0	0x5827	#CJK UNIFIED IDEOGRAPH
0xE6C1	0x59F8	#CJK UNIFIED IDEOGRAPH
0xE6C2	0x5A1F	#CJK UNIFIED IDEOGRAPH
0xE6C3	0x5BB4	#CJK UNIFIED IDEOGRAPH
0xE6C4	0xF98E	#CJK COMPATIBILITY IDEOGRAPH
0xE6C5	0x5EF6	#CJK UNIFIED IDEOGRAPH
0xE6C6	0xF98F	#CJK COMPATIBILITY IDEOGRAPH
0xE6C7	0xF990	#CJK COMPATIBILITY IDEOGRAPH
0xE6C8	0x6350	#CJK UNIFIED IDEOGRAPH
0xE6C9	0x633B	#CJK UNIFIED IDEOGRAPH
0xE6CA	0xF991	#CJK COMPATIBILITY IDEOGRAPH
0xE6CB	0x693D	#CJK UNIFIED IDEOGRAPH
0xE6CC	0x6C87	#CJK UNIFIED IDEOGRAPH
0xE6CD	0x6CBF	#CJK UNIFIED IDEOGRAPH
0xE6CE	0x6D8E	#CJK UNIFIED IDEOGRAPH
0xE6CF	0x6D93	#CJK UNIFIED IDEOGRAPH
0xE6D0	0x6DF5	#CJK UNIFIED IDEOGRAPH
0xE6D1	0x6F14	#CJK UNIFIED IDEOGRAPH
0xE6D2	0xF992	#CJK COMPATIBILITY IDEOGRAPH
0xE6D3	0x70DF	#CJK UNIFIED IDEOGRAPH
0xE6D4	0x7136	#CJK UNIFIED IDEOGRAPH
0xE6D5	0x7159	#CJK UNIFIED IDEOGRAPH
0xE6D6	0xF993	#CJK COMPATIBILITY IDEOGRAPH
0xE6D7	0x71C3	#CJK UNIFIED IDEOGRAPH
0xE6D8	0x71D5	#CJK UNIFIED IDEOGRAPH
0xE6D9	0xF994	#CJK COMPATIBILITY IDEOGRAPH
0xE6DA	0x784F	#CJK UNIFIED IDEOGRAPH
0xE6DB	0x786F	#CJK UNIFIED IDEOGRAPH
0xE6DC	0xF995	#CJK COMPATIBILITY IDEOGRAPH
0xE6DD	0x7B75	#CJK UNIFIED IDEOGRAPH
0xE6DE	0x7DE3	#CJK UNIFIED IDEOGRAPH
0xE6DF	0xF996	#CJK COMPATIBILITY IDEOGRAPH
0xE6E0	0x7E2F	#CJK UNIFIED IDEOGRAPH
0xE6E1	0xF997	#CJK COMPATIBILITY IDEOGRAPH
0xE6E2	0x884D	#CJK UNIFIED IDEOGRAPH
0xE6E3	0x8EDF	#CJK UNIFIED IDEOGRAPH
0xE6E4	0xF998	#CJK COMPATIBILITY IDEOGRAPH
0xE6E5	0xF999	#CJK COMPATIBILITY IDEOGRAPH
0xE6E6	0xF99A	#CJK COMPATIBILITY IDEOGRAPH
0xE6E7	0x925B	#CJK UNIFIED IDEOGRAPH
0xE6E8	0xF99B	#CJK COMPATIBILITY IDEOGRAPH
0xE6E9	0x9CF6	#CJK UNIFIED IDEOGRAPH
0xE6EA	0xF99C	#CJK COMPATIBILITY IDEOGRAPH
0xE6EB	0xF99D	#CJK COMPATIBILITY IDEOGRAPH
0xE6EC	0xF99E	#CJK COMPATIBILITY IDEOGRAPH
0xE6ED	0x6085	#CJK UNIFIED IDEOGRAPH
0xE6EE	0x6D85	#CJK UNIFIED IDEOGRAPH
0xE6EF	0xF99F	#CJK COMPATIBILITY IDEOGRAPH
0xE6F0	0x71B1	#CJK UNIFIED IDEOGRAPH
0xE6F1	0xF9A0	#CJK COMPATIBILITY IDEOGRAPH
0xE6F2	0xF9A1	#CJK COMPATIBILITY IDEOGRAPH
0xE6F3	0x95B1	#CJK UNIFIED IDEOGRAPH
0xE6F4	0x53AD	#CJK UNIFIED IDEOGRAPH
0xE6F5	0xF9A2	#CJK COMPATIBILITY IDEOGRAPH
0xE6F6	0xF9A3	#CJK COMPATIBILITY IDEOGRAPH
0xE6F7	0xF9A4	#CJK COMPATIBILITY IDEOGRAPH
0xE6F8	0x67D3	#CJK UNIFIED IDEOGRAPH
0xE6F9	0xF9A5	#CJK COMPATIBILITY IDEOGRAPH
0xE6FA	0x708E	#CJK UNIFIED IDEOGRAPH
0xE6FB	0x7130	#CJK UNIFIED IDEOGRAPH
0xE6FC	0x7430	#CJK UNIFIED IDEOGRAPH
0xE6FD	0x8276	#CJK UNIFIED IDEOGRAPH
0xE6FE	0x82D2	#CJK UNIFIED IDEOGRAPH
0xE7A1	0xF9A6	#CJK COMPATIBILITY IDEOGRAPH
0xE7A2	0x95BB	#CJK UNIFIED IDEOGRAPH
0xE7A3	0x9AE5	#CJK UNIFIED IDEOGRAPH
0xE7A4	0x9E7D	#CJK UNIFIED IDEOGRAPH
0xE7A5	0x66C4	#CJK UNIFIED IDEOGRAPH
0xE7A6	0xF9A7	#CJK COMPATIBILITY IDEOGRAPH
0xE7A7	0x71C1	#CJK UNIFIED IDEOGRAPH
0xE7A8	0x8449	#CJK UNIFIED IDEOGRAPH
0xE7A9	0xF9A8	#CJK COMPATIBILITY IDEOGRAPH
0xE7AA	0xF9A9	#CJK COMPATIBILITY IDEOGRAPH
0xE7AB	0x584B	#CJK UNIFIED IDEOGRAPH
0xE7AC	0xF9AA	#CJK COMPATIBILITY IDEOGRAPH
0xE7AD	0xF9AB	#CJK COMPATIBILITY IDEOGRAPH
0xE7AE	0x5DB8	#CJK UNIFIED IDEOGRAPH
0xE7AF	0x5F71	#CJK UNIFIED IDEOGRAPH
0xE7B0	0xF9AC	#CJK COMPATIBILITY IDEOGRAPH
0xE7B1	0x6620	#CJK UNIFIED IDEOGRAPH
0xE7B2	0x668E	#CJK UNIFIED IDEOGRAPH
0xE7B3	0x6979	#CJK UNIFIED IDEOGRAPH
0xE7B4	0x69AE	#CJK UNIFIED IDEOGRAPH
0xE7B5	0x6C38	#CJK UNIFIED IDEOGRAPH
0xE7B6	0x6CF3	#CJK UNIFIED IDEOGRAPH
0xE7B7	0x6E36	#CJK UNIFIED IDEOGRAPH
0xE7B8	0x6F41	#CJK UNIFIED IDEOGRAPH
0xE7B9	0x6FDA	#CJK UNIFIED IDEOGRAPH
0xE7BA	0x701B	#CJK UNIFIED IDEOGRAPH
0xE7BB	0x702F	#CJK UNIFIED IDEOGRAPH
0xE7BC	0x7150	#CJK UNIFIED IDEOGRAPH
0xE7BD	0x71DF	#CJK UNIFIED IDEOGRAPH
0xE7BE	0x7370	#CJK UNIFIED IDEOGRAPH
0xE7BF	0xF9AD	#CJK COMPATIBILITY IDEOGRAPH
0xE7C0	0x745B	#CJK UNIFIED IDEOGRAPH
0xE7C1	0xF9AE	#CJK COMPATIBILITY IDEOGRAPH
0xE7C2	0x74D4	#CJK UNIFIED IDEOGRAPH
0xE7C3	0x76C8	#CJK UNIFIED IDEOGRAPH
0xE7C4	0x7A4E	#CJK UNIFIED IDEOGRAPH
0xE7C5	0x7E93	#CJK UNIFIED IDEOGRAPH
0xE7C6	0xF9AF	#CJK COMPATIBILITY IDEOGRAPH
0xE7C7	0xF9B0	#CJK COMPATIBILITY IDEOGRAPH
0xE7C8	0x82F1	#CJK UNIFIED IDEOGRAPH
0xE7C9	0x8A60	#CJK UNIFIED IDEOGRAPH
0xE7CA	0x8FCE	#CJK UNIFIED IDEOGRAPH
0xE7CB	0xF9B1	#CJK COMPATIBILITY IDEOGRAPH
0xE7CC	0x9348	#CJK UNIFIED IDEOGRAPH
0xE7CD	0xF9B2	#CJK COMPATIBILITY IDEOGRAPH
0xE7CE	0x9719	#CJK UNIFIED IDEOGRAPH
0xE7CF	0xF9B3	#CJK COMPATIBILITY IDEOGRAPH
0xE7D0	0xF9B4	#CJK COMPATIBILITY IDEOGRAPH
0xE7D1	0x4E42	#CJK UNIFIED IDEOGRAPH
0xE7D2	0x502A	#CJK UNIFIED IDEOGRAPH
0xE7D3	0xF9B5	#CJK COMPATIBILITY IDEOGRAPH
0xE7D4	0x5208	#CJK UNIFIED IDEOGRAPH
0xE7D5	0x53E1	#CJK UNIFIED IDEOGRAPH
0xE7D6	0x66F3	#CJK UNIFIED IDEOGRAPH
0xE7D7	0x6C6D	#CJK UNIFIED IDEOGRAPH
0xE7D8	0x6FCA	#CJK UNIFIED IDEOGRAPH
0xE7D9	0x730A	#CJK UNIFIED IDEOGRAPH
0xE7DA	0x777F	#CJK UNIFIED IDEOGRAPH
0xE7DB	0x7A62	#CJK UNIFIED IDEOGRAPH
0xE7DC	0x82AE	#CJK UNIFIED IDEOGRAPH
0xE7DD	0x85DD	#CJK UNIFIED IDEOGRAPH
0xE7DE	0x8602	#CJK UNIFIED IDEOGRAPH
0xE7DF	0xF9B6	#CJK COMPATIBILITY IDEOGRAPH
0xE7E0	0x88D4	#CJK UNIFIED IDEOGRAPH
0xE7E1	0x8A63	#CJK UNIFIED IDEOGRAPH
0xE7E2	0x8B7D	#CJK UNIFIED IDEOGRAPH
0xE7E3	0x8C6B	#CJK UNIFIED IDEOGRAPH
0xE7E4	0xF9B7	#CJK COMPATIBILITY IDEOGRAPH
0xE7E5	0x92B3	#CJK UNIFIED IDEOGRAPH
0xE7E6	0xF9B8	#CJK COMPATIBILITY IDEOGRAPH
0xE7E7	0x9713	#CJK UNIFIED IDEOGRAPH
0xE7E8	0x9810	#CJK UNIFIED IDEOGRAPH
0xE7E9	0x4E94	#CJK UNIFIED IDEOGRAPH
0xE7EA	0x4F0D	#CJK UNIFIED IDEOGRAPH
0xE7EB	0x4FC9	#CJK UNIFIED IDEOGRAPH
0xE7EC	0x50B2	#CJK UNIFIED IDEOGRAPH
0xE7ED	0x5348	#CJK UNIFIED IDEOGRAPH
0xE7EE	0x543E	#CJK UNIFIED IDEOGRAPH
0xE7EF	0x5433	#CJK UNIFIED IDEOGRAPH
0xE7F0	0x55DA	#CJK UNIFIED IDEOGRAPH
0xE7F1	0x5862	#CJK UNIFIED IDEOGRAPH
0xE7F2	0x58BA	#CJK UNIFIED IDEOGRAPH
0xE7F3	0x5967	#CJK UNIFIED IDEOGRAPH
0xE7F4	0x5A1B	#CJK UNIFIED IDEOGRAPH
0xE7F5	0x5BE4	#CJK UNIFIED IDEOGRAPH
0xE7F6	0x609F	#CJK UNIFIED IDEOGRAPH
0xE7F7	0xF9B9	#CJK COMPATIBILITY IDEOGRAPH
0xE7F8	0x61CA	#CJK UNIFIED IDEOGRAPH
0xE7F9	0x6556	#CJK UNIFIED IDEOGRAPH
0xE7FA	0x65FF	#CJK UNIFIED IDEOGRAPH
0xE7FB	0x6664	#CJK UNIFIED IDEOGRAPH
