#
# $FreeBSD$
#
#	Name:             GB2312-80 to Unicode table (complete, hex format)
#	Unicode version:  3.0
#	Table version:    1.0
#	Table format:     Format A
#	Date:             1999 October 8
#	Author:           Ken Whistler <kenw@sybase.com>
#       Original authors: Glenn Adams, John H. Jenkin <jenkins@apple.com>
#
#	Copyright (c) 1991-1999 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on optical media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Unicode, Inc. hereby grants the right to freely use the information
#	supplied in this file in the creation of products supporting the
#	Unicode Standard, and to make copies of this file in any form for
#	internal or external distribution as long as this notice remains
#	attached.
#
#	General notes:
#
#	This table contains the datathe Unicode Consortium currently has on how
#       GB2312-80 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB2312 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB2312 order
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Version history
#	1.0 version updates 0.0d2 version by correcting mapping for 0x212C
#             from U+2225 to U+2016.
#
#	Updated versions of this file may be found in:
#		<ftp://ftp.unicode.org/Public/MAPPINGS/>
#
#	Any comments or problems, contact <errata@unicode.orgm>
#	Please note that <errata@unicode.org> is an archival address;
#	notices will be checked, but do not expect an immediate response.
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x3A35	0x65F1	# <CJK>
0x3A36	0x61BE	# <CJK>
0x3A37	0x608D	# <CJK>
0x3A38	0x710A	# <CJK>
0x3A39	0x6C57	# <CJK>
0x3A3A	0x6C49	# <CJK>
0x3A3B	0x592F	# <CJK>
0x3A3C	0x676D	# <CJK>
0x3A3D	0x822A	# <CJK>
0x3A3E	0x58D5	# <CJK>
0x3A3F	0x568E	# <CJK>
0x3A40	0x8C6A	# <CJK>
0x3A41	0x6BEB	# <CJK>
0x3A42	0x90DD	# <CJK>
0x3A43	0x597D	# <CJK>
0x3A44	0x8017	# <CJK>
0x3A45	0x53F7	# <CJK>
0x3A46	0x6D69	# <CJK>
0x3A47	0x5475	# <CJK>
0x3A48	0x559D	# <CJK>
0x3A49	0x8377	# <CJK>
0x3A4A	0x83CF	# <CJK>
0x3A4B	0x6838	# <CJK>
0x3A4C	0x79BE	# <CJK>
0x3A4D	0x548C	# <CJK>
0x3A4E	0x4F55	# <CJK>
0x3A4F	0x5408	# <CJK>
0x3A50	0x76D2	# <CJK>
0x3A51	0x8C89	# <CJK>
0x3A52	0x9602	# <CJK>
0x3A53	0x6CB3	# <CJK>
0x3A54	0x6DB8	# <CJK>
0x3A55	0x8D6B	# <CJK>
0x3A56	0x8910	# <CJK>
0x3A57	0x9E64	# <CJK>
0x3A58	0x8D3A	# <CJK>
0x3A59	0x563F	# <CJK>
0x3A5A	0x9ED1	# <CJK>
0x3A5B	0x75D5	# <CJK>
0x3A5C	0x5F88	# <CJK>
0x3A5D	0x72E0	# <CJK>
0x3A5E	0x6068	# <CJK>
0x3A5F	0x54FC	# <CJK>
0x3A60	0x4EA8	# <CJK>
0x3A61	0x6A2A	# <CJK>
0x3A62	0x8861	# <CJK>
0x3A63	0x6052	# <CJK>
0x3A64	0x8F70	# <CJK>
0x3A65	0x54C4	# <CJK>
0x3A66	0x70D8	# <CJK>
0x3A67	0x8679	# <CJK>
0x3A68	0x9E3F	# <CJK>
0x3A69	0x6D2A	# <CJK>
0x3A6A	0x5B8F	# <CJK>
0x3A6B	0x5F18	# <CJK>
0x3A6C	0x7EA2	# <CJK>
0x3A6D	0x5589	# <CJK>
0x3A6E	0x4FAF	# <CJK>
0x3A6F	0x7334	# <CJK>
0x3A70	0x543C	# <CJK>
0x3A71	0x539A	# <CJK>
0x3A72	0x5019	# <CJK>
0x3A73	0x540E	# <CJK>
0x3A74	0x547C	# <CJK>
0x3A75	0x4E4E	# <CJK>
0x3A76	0x5FFD	# <CJK>
0x3A77	0x745A	# <CJK>
0x3A78	0x58F6	# <CJK>
0x3A79	0x846B	# <CJK>
0x3A7A	0x80E1	# <CJK>
0x3A7B	0x8774	# <CJK>
0x3A7C	0x72D0	# <CJK>
0x3A7D	0x7CCA	# <CJK>
0x3A7E	0x6E56	# <CJK>
0x3B21	0x5F27	# <CJK>
0x3B22	0x864E	# <CJK>
0x3B23	0x552C	# <CJK>
0x3B24	0x62A4	# <CJK>
0x3B25	0x4E92	# <CJK>
0x3B26	0x6CAA	# <CJK>
0x3B27	0x6237	# <CJK>
0x3B28	0x82B1	# <CJK>
0x3B29	0x54D7	# <CJK>
0x3B2A	0x534E	# <CJK>
0x3B2B	0x733E	# <CJK>
0x3B2C	0x6ED1	# <CJK>
0x3B2D	0x753B	# <CJK>
0x3B2E	0x5212	# <CJK>
0x3B2F	0x5316	# <CJK>
0x3B30	0x8BDD	# <CJK>
0x3B31	0x69D0	# <CJK>
0x3B32	0x5F8A	# <CJK>
0x3B33	0x6000	# <CJK>
0x3B34	0x6DEE	# <CJK>
0x3B35	0x574F	# <CJK>
0x3B36	0x6B22	# <CJK>
0x3B37	0x73AF	# <CJK>
0x3B38	0x6853	# <CJK>
0x3B39	0x8FD8	# <CJK>
0x3B3A	0x7F13	# <CJK>
0x3B3B	0x6362	# <CJK>
0x3B3C	0x60A3	# <CJK>
0x3B3D	0x5524	# <CJK>
0x3B3E	0x75EA	# <CJK>
0x3B3F	0x8C62	# <CJK>
0x3B40	0x7115	# <CJK>
0x3B41	0x6DA3	# <CJK>
0x3B42	0x5BA6	# <CJK>
0x3B43	0x5E7B	# <CJK>
0x3B44	0x8352	# <CJK>
0x3B45	0x614C	# <CJK>
0x3B46	0x9EC4	# <CJK>
0x3B47	0x78FA	# <CJK>
0x3B48	0x8757	# <CJK>
0x3B49	0x7C27	# <CJK>
0x3B4A	0x7687	# <CJK>
0x3B4B	0x51F0	# <CJK>
0x3B4C	0x60F6	# <CJK>
0x3B4D	0x714C	# <CJK>
0x3B4E	0x6643	# <CJK>
0x3B4F	0x5E4C	# <CJK>
0x3B50	0x604D	# <CJK>
0x3B51	0x8C0E	# <CJK>
0x3B52	0x7070	# <CJK>
0x3B53	0x6325	# <CJK>
0x3B54	0x8F89	# <CJK>
0x3B55	0x5FBD	# <CJK>
0x3B56	0x6062	# <CJK>
0x3B57	0x86D4	# <CJK>
0x3B58	0x56DE	# <CJK>
0x3B59	0x6BC1	# <CJK>
0x3B5A	0x6094	# <CJK>
0x3B5B	0x6167	# <CJK>
0x3B5C	0x5349	# <CJK>
0x3B5D	0x60E0	# <CJK>
0x3B5E	0x6666	# <CJK>
0x3B5F	0x8D3F	# <CJK>
0x3B60	0x79FD	# <CJK>
0x3B61	0x4F1A	# <CJK>
0x3B62	0x70E9	# <CJK>
0x3B63	0x6C47	# <CJK>
0x3B64	0x8BB3	# <CJK>
0x3B65	0x8BF2	# <CJK>
0x3B66	0x7ED8	# <CJK>
0x3B67	0x8364	# <CJK>
0x3B68	0x660F	# <CJK>
0x3B69	0x5A5A	# <CJK>
0x3B6A	0x9B42	# <CJK>
0x3B6B	0x6D51	# <CJK>
0x3B6C	0x6DF7	# <CJK>
0x3B6D	0x8C41	# <CJK>
0x3B6E	0x6D3B	# <CJK>
0x3B6F	0x4F19	# <CJK>
0x3B70	0x706B	# <CJK>
0x3B71	0x83B7	# <CJK>
0x3B72	0x6216	# <CJK>
0x3B73	0x60D1	# <CJK>
0x3B74	0x970D	# <CJK>
0x3B75	0x8D27	# <CJK>
0x3B76	0x7978	# <CJK>
0x3B77	0x51FB	# <CJK>
0x3B78	0x573E	# <CJK>
0x3B79	0x57FA	# <CJK>
0x3B7A	0x673A	# <CJK>
0x3B7B	0x7578	# <CJK>
0x3B7C	0x7A3D	# <CJK>
0x3B7D	0x79EF	# <CJK>
0x3B7E	0x7B95	# <CJK>
0x3C21	0x808C	# <CJK>
0x3C22	0x9965	# <CJK>
0x3C23	0x8FF9	# <CJK>
0x3C24	0x6FC0	# <CJK>
0x3C25	0x8BA5	# <CJK>
0x3C26	0x9E21	# <CJK>
0x3C27	0x59EC	# <CJK>
0x3C28	0x7EE9	# <CJK>
0x3C29	0x7F09	# <CJK>
0x3C2A	0x5409	# <CJK>
0x3C2B	0x6781	# <CJK>
0x3C2C	0x68D8	# <CJK>
0x3C2D	0x8F91	# <CJK>
0x3C2E	0x7C4D	# <CJK>
0x3C2F	0x96C6	# <CJK>
0x3C30	0x53CA	# <CJK>
0x3C31	0x6025	# <CJK>
0x3C32	0x75BE	# <CJK>
0x3C33	0x6C72	# <CJK>
0x3C34	0x5373	# <CJK>
0x3C35	0x5AC9	# <CJK>
0x3C36	0x7EA7	# <CJK>
0x3C37	0x6324	# <CJK>
0x3C38	0x51E0	# <CJK>
0x3C39	0x810A	# <CJK>
0x3C3A	0x5DF1	# <CJK>
0x3C3B	0x84DF	# <CJK>
0x3C3C	0x6280	# <CJK>
0x3C3D	0x5180	# <CJK>
0x3C3E	0x5B63	# <CJK>
0x3C3F	0x4F0E	# <CJK>
0x3C40	0x796D	# <CJK>
0x3C41	0x5242	# <CJK>
0x3C42	0x60B8	# <CJK>
0x3C43	0x6D4E	# <CJK>
0x3C44	0x5BC4	# <CJK>
0x3C45	0x5BC2	# <CJK>
0x3C46	0x8BA1	# <CJK>
0x3C47	0x8BB0	# <CJK>
0x3C48	0x65E2	# <CJK>
0x3C49	0x5FCC	# <CJK>
0x3C4A	0x9645	# <CJK>
0x3C4B	0x5993	# <CJK>
0x3C4C	0x7EE7	# <CJK>
0x3C4D	0x7EAA	# <CJK>
0x3C4E	0x5609	# <CJK>
0x3C4F	0x67B7	# <CJK>
0x3C50	0x5939	# <CJK>
0x3C51	0x4F73	# <CJK>
0x3C52	0x5BB6	# <CJK>
0x3C53	0x52A0	# <CJK>
0x3C54	0x835A	# <CJK>
0x3C55	0x988A	# <CJK>
0x3C56	0x8D3E	# <CJK>
0x3C57	0x7532	# <CJK>
0x3C58	0x94BE	# <CJK>
0x3C59	0x5047	# <CJK>
0x3C5A	0x7A3C	# <CJK>
0x3C5B	0x4EF7	# <CJK>
0x3C5C	0x67B6	# <CJK>
0x3C5D	0x9A7E	# <CJK>
0x3C5E	0x5AC1	# <CJK>
0x3C5F	0x6B7C	# <CJK>
0x3C60	0x76D1	# <CJK>
0x3C61	0x575A	# <CJK>
0x3C62	0x5C16	# <CJK>
0x3C63	0x7B3A	# <CJK>
0x3C64	0x95F4	# <CJK>
0x3C65	0x714E	# <CJK>
0x3C66	0x517C	# <CJK>
0x3C67	0x80A9	# <CJK>
0x3C68	0x8270	# <CJK>
0x3C69	0x5978	# <CJK>
0x3C6A	0x7F04	# <CJK>
0x3C6B	0x8327	# <CJK>
0x3C6C	0x68C0	# <CJK>
0x3C6D	0x67EC	# <CJK>
0x3C6E	0x78B1	# <CJK>
0x3C6F	0x7877	# <CJK>
0x3C70	0x62E3	# <CJK>
0x3C71	0x6361	# <CJK>
0x3C72	0x7B80	# <CJK>
0x3C73	0x4FED	# <CJK>
0x3C74	0x526A	# <CJK>
0x3C75	0x51CF	# <CJK>
0x3C76	0x8350	# <CJK>
0x3C77	0x69DB	# <CJK>
0x3C78	0x9274	# <CJK>
0x3C79	0x8DF5	# <CJK>
0x3C7A	0x8D31	# <CJK>
0x3C7B	0x89C1	# <CJK>
0x3C7C	0x952E	# <CJK>
0x3C7D	0x7BAD	# <CJK>
0x3C7E	0x4EF6	# <CJK>
0x3D21	0x5065	# <CJK>
0x3D22	0x8230	# <CJK>
0x3D23	0x5251	# <CJK>
0x3D24	0x996F	# <CJK>
0x3D25	0x6E10	# <CJK>
0x3D26	0x6E85	# <CJK>
0x3D27	0x6DA7	# <CJK>
0x3D28	0x5EFA	# <CJK>
0x3D29	0x50F5	# <CJK>
0x3D2A	0x59DC	# <CJK>
0x3D2B	0x5C06	# <CJK>
0x3D2C	0x6D46	# <CJK>
0x3D2D	0x6C5F	# <CJK>
0x3D2E	0x7586	# <CJK>
0x3D2F	0x848B	# <CJK>
0x3D30	0x6868	# <CJK>
0x3D31	0x5956	# <CJK>
0x3D32	0x8BB2	# <CJK>
0x3D33	0x5320	# <CJK>
0x3D34	0x9171	# <CJK>
0x3D35	0x964D	# <CJK>
0x3D36	0x8549	# <CJK>
0x3D37	0x6912	# <CJK>
0x3D38	0x7901	# <CJK>
0x3D39	0x7126	# <CJK>
0x3D3A	0x80F6	# <CJK>
0x3D3B	0x4EA4	# <CJK>
0x3D3C	0x90CA	# <CJK>
0x3D3D	0x6D47	# <CJK>
0x3D3E	0x9A84	# <CJK>
0x3D3F	0x5A07	# <CJK>
0x3D40	0x56BC	# <CJK>
0x3D41	0x6405	# <CJK>
0x3D42	0x94F0	# <CJK>
0x3D43	0x77EB	# <CJK>
0x3D44	0x4FA5	# <CJK>
0x3D45	0x811A	# <CJK>
0x3D46	0x72E1	# <CJK>
0x3D47	0x89D2	# <CJK>
0x3D48	0x997A	# <CJK>
0x3D49	0x7F34	# <CJK>
0x3D4A	0x7EDE	# <CJK>
0x3D4B	0x527F	# <CJK>
0x3D4C	0x6559	# <CJK>
0x3D4D	0x9175	# <CJK>
0x3D4E	0x8F7F	# <CJK>
0x3D4F	0x8F83	# <CJK>
0x3D50	0x53EB	# <CJK>
0x3D51	0x7A96	# <CJK>
0x3D52	0x63ED	# <CJK>
0x3D53	0x63A5	# <CJK>
0x3D54	0x7686	# <CJK>
0x3D55	0x79F8	# <CJK>
0x3D56	0x8857	# <CJK>
0x3D57	0x9636	# <CJK>
0x3D58	0x622A	# <CJK>
0x3D59	0x52AB	# <CJK>
0x3D5A	0x8282	# <CJK>
0x3D5B	0x6854	# <CJK>
0x3D5C	0x6770	# <CJK>
0x3D5D	0x6377	# <CJK>
0x3D5E	0x776B	# <CJK>
0x3D5F	0x7AED	# <CJK>
0x3D60	0x6D01	# <CJK>
0x3D61	0x7ED3	# <CJK>
0x3D62	0x89E3	# <CJK>
0x3D63	0x59D0	# <CJK>
0x3D64	0x6212	# <CJK>
0x3D65	0x85C9	# <CJK>
0x3D66	0x82A5	# <CJK>
0x3D67	0x754C	# <CJK>
0x3D68	0x501F	# <CJK>
0x3D69	0x4ECB	# <CJK>
0x3D6A	0x75A5	# <CJK>
0x3D6B	0x8BEB	# <CJK>
0x3D6C	0x5C4A	# <CJK>
0x3D6D	0x5DFE	# <CJK>
0x3D6E	0x7B4B	# <CJK>
0x3D6F	0x65A4	# <CJK>
0x3D70	0x91D1	# <CJK>
0x3D71	0x4ECA	# <CJK>
0x3D72	0x6D25	# <CJK>
0x3D73	0x895F	# <CJK>
0x3D74	0x7D27	# <CJK>
0x3D75	0x9526	# <CJK>
0x3D76	0x4EC5	# <CJK>
0x3D77	0x8C28	# <CJK>
0x3D78	0x8FDB	# <CJK>
0x3D79	0x9773	# <CJK>
0x3D7A	0x664B	# <CJK>
0x3D7B	0x7981	# <CJK>
0x3D7C	0x8FD1	# <CJK>
0x3D7D	0x70EC	# <CJK>
0x3D7E	0x6D78	# <CJK>
0x3E21	0x5C3D	# <CJK>
0x3E22	0x52B2	# <CJK>
0x3E23	0x8346	# <CJK>
0x3E24	0x5162	# <CJK>
0x3E25	0x830E	# <CJK>
0x3E26	0x775B	# <CJK>
0x3E27	0x6676	# <CJK>
0x3E28	0x9CB8	# <CJK>
0x3E29	0x4EAC	# <CJK>
0x3E2A	0x60CA	# <CJK>
0x3E2B	0x7CBE	# <CJK>
0x3E2C	0x7CB3	# <CJK>
0x3E2D	0x7ECF	# <CJK>
0x3E2E	0x4E95	# <CJK>
0x3E2F	0x8B66	# <CJK>
0x3E30	0x666F	# <CJK>
0x3E31	0x9888	# <CJK>
0x3E32	0x9759	# <CJK>
0x3E33	0x5883	# <CJK>
0x3E34	0x656C	# <CJK>
0x3E35	0x955C	# <CJK>
0x3E36	0x5F84	# <CJK>
0x3E37	0x75C9	# <CJK>
0x3E38	0x9756	# <CJK>
0x3E39	0x7ADF	# <CJK>
0x3E3A	0x7ADE	# <CJK>
0x3E3B	0x51C0	# <CJK>
0x3E3C	0x70AF	# <CJK>
0x3E3D	0x7A98	# <CJK>
0x3E3E	0x63EA	# <CJK>
0x3E3F	0x7A76	# <CJK>
0x3E40	0x7EA0	# <CJK>
0x3E41	0x7396	# <CJK>
0x3E42	0x97ED	# <CJK>
0x3E43	0x4E45	# <CJK>
0x3E44	0x7078	# <CJK>
0x3E45	0x4E5D	# <CJK>
0x3E46	0x9152	# <CJK>
0x3E47	0x53A9	# <CJK>
0x3E48	0x6551	# <CJK>
0x3E49	0x65E7	# <CJK>
0x3E4A	0x81FC	# <CJK>
0x3E4B	0x8205	# <CJK>
0x3E4C	0x548E	# <CJK>
0x3E4D	0x5C31	# <CJK>
0x3E4E	0x759A	# <CJK>
0x3E4F	0x97A0	# <CJK>
0x3E50	0x62D8	# <CJK>
0x3E51	0x72D9	# <CJK>
0x3E52	0x75BD	# <CJK>
0x3E53	0x5C45	# <CJK>
0x3E54	0x9A79	# <CJK>
0x3E55	0x83CA	# <CJK>
0x3E56	0x5C40	# <CJK>
0x3E57	0x5480	# <CJK>
0x3E58	0x77E9	# <CJK>
0x3E59	0x4E3E	# <CJK>
0x3E5A	0x6CAE	# <CJK>
0x3E5B	0x805A	# <CJK>
0x3E5C	0x62D2	# <CJK>
0x3E5D	0x636E	# <CJK>
0x3E5E	0x5DE8	# <CJK>
0x3E5F	0x5177	# <CJK>
0x3E60	0x8DDD	# <CJK>
0x3E61	0x8E1E	# <CJK>
0x3E62	0x952F	# <CJK>
0x3E63	0x4FF1	# <CJK>
0x3E64	0x53E5	# <CJK>
0x3E65	0x60E7	# <CJK>
0x3E66	0x70AC	# <CJK>
0x3E67	0x5267	# <CJK>
0x3E68	0x6350	# <CJK>
0x3E69	0x9E43	# <CJK>
0x3E6A	0x5A1F	# <CJK>
0x3E6B	0x5026	# <CJK>
0x3E6C	0x7737	# <CJK>
0x3E6D	0x5377	# <CJK>
0x3E6E	0x7EE2	# <CJK>
0x3E6F	0x6485	# <CJK>
0x3E70	0x652B	# <CJK>
0x3E71	0x6289	# <CJK>
0x3E72	0x6398	# <CJK>
0x3E73	0x5014	# <CJK>
0x3E74	0x7235	# <CJK>
0x3E75	0x89C9	# <CJK>
0x3E76	0x51B3	# <CJK>
0x3E77	0x8BC0	# <CJK>
0x3E78	0x7EDD	# <CJK>
0x3E79	0x5747	# <CJK>
0x3E7A	0x83CC	# <CJK>
0x3E7B	0x94A7	# <CJK>
0x3E7C	0x519B	# <CJK>
0x3E7D	0x541B	# <CJK>
0x3E7E	0x5CFB	# <CJK>
0x3F21	0x4FCA	# <CJK>
0x3F22	0x7AE3	# <CJK>
0x3F23	0x6D5A	# <CJK>
0x3F24	0x90E1	# <CJK>
0x3F25	0x9A8F	# <CJK>
0x3F26	0x5580	# <CJK>
0x3F27	0x5496	# <CJK>
0x3F28	0x5361	# <CJK>
0x3F29	0x54AF	# <CJK>
0x3F2A	0x5F00	# <CJK>
0x3F2B	0x63E9	# <CJK>
0x3F2C	0x6977	# <CJK>
0x3F2D	0x51EF	# <CJK>
0x3F2E	0x6168	# <CJK>
0x3F2F	0x520A	# <CJK>
0x3F30	0x582A	# <CJK>
0x3F31	0x52D8	# <CJK>
0x3F32	0x574E	# <CJK>
0x3F33	0x780D	# <CJK>
0x3F34	0x770B	# <CJK>
0x3F35	0x5EB7	# <CJK>
0x3F36	0x6177	# <CJK>
0x3F37	0x7CE0	# <CJK>
0x3F38	0x625B	# <CJK>
0x3F39	0x6297	# <CJK>
0x3F3A	0x4EA2	# <CJK>
0x3F3B	0x7095	# <CJK>
0x3F3C	0x8003	# <CJK>
0x3F3D	0x62F7	# <CJK>
0x3F3E	0x70E4	# <CJK>
0x3F3F	0x9760	# <CJK>
0x3F40	0x5777	# <CJK>
0x3F41	0x82DB	# <CJK>
0x3F42	0x67EF	# <CJK>
0x3F43	0x68F5	# <CJK>
0x3F44	0x78D5	# <CJK>
0x3F45	0x9897	# <CJK>
0x3F46	0x79D1	# <CJK>
0x3F47	0x58F3	# <CJK>
0x3F48	0x54B3	# <CJK>
0x3F49	0x53EF	# <CJK>
0x3F4A	0x6E34	# <CJK>
0x3F4B	0x514B	# <CJK>
0x3F4C	0x523B	# <CJK>
0x3F4D	0x5BA2	# <CJK>
0x3F4E	0x8BFE	# <CJK>
0x3F4F	0x80AF	# <CJK>
0x3F50	0x5543	# <CJK>
0x3F51	0x57A6	# <CJK>
0x3F52	0x6073	# <CJK>
0x3F53	0x5751	# <CJK>
0x3F54	0x542D	# <CJK>
0x3F55	0x7A7A	# <CJK>
0x3F56	0x6050	# <CJK>
0x3F57	0x5B54	# <CJK>
0x3F58	0x63A7	# <CJK>
0x3F59	0x62A0	# <CJK>
0x3F5A	0x53E3	# <CJK>
0x3F5B	0x6263	# <CJK>
0x3F5C	0x5BC7	# <CJK>
0x3F5D	0x67AF	# <CJK>
0x3F5E	0x54ED	# <CJK>
0x3F5F	0x7A9F	# <CJK>
0x3F60	0x82E6	# <CJK>
0x3F61	0x9177	# <CJK>
0x3F62	0x5E93	# <CJK>
0x3F63	0x88E4	# <CJK>
0x3F64	0x5938	# <CJK>
0x3F65	0x57AE	# <CJK>
0x3F66	0x630E	# <CJK>
0x3F67	0x8DE8	# <CJK>
0x3F68	0x80EF	# <CJK>
0x3F69	0x5757	# <CJK>
0x3F6A	0x7B77	# <CJK>
0x3F6B	0x4FA9	# <CJK>
0x3F6C	0x5FEB	# <CJK>
0x3F6D	0x5BBD	# <CJK>
0x3F6E	0x6B3E	# <CJK>
0x3F6F	0x5321	# <CJK>
0x3F70	0x7B50	# <CJK>
0x3F71	0x72C2	# <CJK>
0x3F72	0x6846	# <CJK>
0x3F73	0x77FF	# <CJK>
0x3F74	0x7736	# <CJK>
0x3F75	0x65F7	# <CJK>
0x3F76	0x51B5	# <CJK>
0x3F77	0x4E8F	# <CJK>
0x3F78	0x76D4	# <CJK>
0x3F79	0x5CBF	# <CJK>
0x3F7A	0x7AA5	# <CJK>
0x3F7B	0x8475	# <CJK>
0x3F7C	0x594E	# <CJK>
0x3F7D	0x9B41	# <CJK>
0x3F7E	0x5080	# <CJK>
0x4021	0x9988	# <CJK>
0x4022	0x6127	# <CJK>
0x4023	0x6E83	# <CJK>
0x4024	0x5764	# <CJK>
0x4025	0x6606	# <CJK>
0x4026	0x6346	# <CJK>
0x4027	0x56F0	# <CJK>
0x4028	0x62EC	# <CJK>
0x4029	0x6269	# <CJK>
0x402A	0x5ED3	# <CJK>
0x402B	0x9614	# <CJK>
0x402C	0x5783	# <CJK>
0x402D	0x62C9	# <CJK>
0x402E	0x5587	# <CJK>
0x402F	0x8721	# <CJK>
0x4030	0x814A	# <CJK>
0x4031	0x8FA3	# <CJK>
0x4032	0x5566	# <CJK>
0x4033	0x83B1	# <CJK>
0x4034	0x6765	# <CJK>
0x4035	0x8D56	# <CJK>
0x4036	0x84DD	# <CJK>
0x4037	0x5A6A	# <CJK>
0x4038	0x680F	# <CJK>
0x4039	0x62E6	# <CJK>
0x403A	0x7BEE	# <CJK>
0x403B	0x9611	# <CJK>
0x403C	0x5170	# <CJK>
0x403D	0x6F9C	# <CJK>
0x403E	0x8C30	# <CJK>
0x403F	0x63FD	# <CJK>
0x4040	0x89C8	# <CJK>
0x4041	0x61D2	# <CJK>
0x4042	0x7F06	# <CJK>
0x4043	0x70C2	# <CJK>
0x4044	0x6EE5	# <CJK>
0x4045	0x7405	# <CJK>
0x4046	0x6994	# <CJK>
0x4047	0x72FC	# <CJK>
0x4048	0x5ECA	# <CJK>
0x4049	0x90CE	# <CJK>
0x404A	0x6717	# <CJK>
0x404B	0x6D6A	# <CJK>
0x404C	0x635E	# <CJK>
0x404D	0x52B3	# <CJK>
0x404E	0x7262	# <CJK>
0x404F	0x8001	# <CJK>
0x4050	0x4F6C	# <CJK>
0x4051	0x59E5	# <CJK>
0x4052	0x916A	# <CJK>
0x4053	0x70D9	# <CJK>
0x4054	0x6D9D	# <CJK>
0x4055	0x52D2	# <CJK>
0x4056	0x4E50	# <CJK>
0x4057	0x96F7	# <CJK>
0x4058	0x956D	# <CJK>
0x4059	0x857E	# <CJK>
0x405A	0x78CA	# <CJK>
0x405B	0x7D2F	# <CJK>
0x405C	0x5121	# <CJK>
0x405D	0x5792	# <CJK>
0x405E	0x64C2	# <CJK>
0x405F	0x808B	# <CJK>
0x4060	0x7C7B	# <CJK>
0x4061	0x6CEA	# <CJK>
0x4062	0x68F1	# <CJK>
0x4063	0x695E	# <CJK>
0x4064	0x51B7	# <CJK>
0x4065	0x5398	# <CJK>
0x4066	0x68A8	# <CJK>
0x4067	0x7281	# <CJK>
0x4068	0x9ECE	# <CJK>
0x4069	0x7BF1	# <CJK>
0x406A	0x72F8	# <CJK>
0x406B	0x79BB	# <CJK>
0x406C	0x6F13	# <CJK>
0x406D	0x7406	# <CJK>
0x406E	0x674E	# <CJK>
0x406F	0x91CC	# <CJK>
0x4070	0x9CA4	# <CJK>
0x4071	0x793C	# <CJK>
0x4072	0x8389	# <CJK>
0x4073	0x8354	# <CJK>
0x4074	0x540F	# <CJK>
0x4075	0x6817	# <CJK>
0x4076	0x4E3D	# <CJK>
0x4077	0x5389	# <CJK>
0x4078	0x52B1	# <CJK>
0x4079	0x783E	# <CJK>
0x407A	0x5386	# <CJK>
0x407B	0x5229	# <CJK>
0x407C	0x5088	# <CJK>
0x407D	0x4F8B	# <CJK>
0x407E	0x4FD0	# <CJK>
0x4121	0x75E2	# <CJK>
0x4122	0x7ACB	# <CJK>
0x4123	0x7C92	# <CJK>
0x4124	0x6CA5	# <CJK>
0x4125	0x96B6	# <CJK>
0x4126	0x529B	# <CJK>
0x4127	0x7483	# <CJK>
0x4128	0x54E9	# <CJK>
0x4129	0x4FE9	# <CJK>
0x412A	0x8054	# <CJK>
0x412B	0x83B2	# <CJK>
0x412C	0x8FDE	# <CJK>
0x412D	0x9570	# <CJK>
0x412E	0x5EC9	# <CJK>
0x412F	0x601C	# <CJK>
0x4130	0x6D9F	# <CJK>
0x4131	0x5E18	# <CJK>
0x4132	0x655B	# <CJK>
0x4133	0x8138	# <CJK>
0x4134	0x94FE	# <CJK>
0x4135	0x604B	# <CJK>
0x4136	0x70BC	# <CJK>
0x4137	0x7EC3	# <CJK>
0x4138	0x7CAE	# <CJK>
0x4139	0x51C9	# <CJK>
0x413A	0x6881	# <CJK>
0x413B	0x7CB1	# <CJK>
0x413C	0x826F	# <CJK>
0x413D	0x4E24	# <CJK>
0x413E	0x8F86	# <CJK>
0x413F	0x91CF	# <CJK>
0x4140	0x667E	# <CJK>
0x4141	0x4EAE	# <CJK>
0x4142	0x8C05	# <CJK>
0x4143	0x64A9	# <CJK>
0x4144	0x804A	# <CJK>
0x4145	0x50DA	# <CJK>
0x4146	0x7597	# <CJK>
0x4147	0x71CE	# <CJK>
0x4148	0x5BE5	# <CJK>
0x4149	0x8FBD	# <CJK>
0x414A	0x6F66	# <CJK>
